param : 	c_inv	c_maint	gwp_constr	lifetime	c_p	fmin_perc	fmax_perc	f_min	f_max := 
LP	HYDRO_RIVER	2000.263959	20.00263959	1262.82	40	1.0	0.0	1.0	0.22779	0.227791
LP	GEOTHERMAL	3772.171603	94.30429007	24929.09	30	0.914	0.0	1.0	0.0	0.0
LP	IND_COGEN_GAS	767.4832528	19.18708132	1024.32	25	0.8449	0.0	1.0	0.0	0.0
LP	IND_COGEN_WOOD	1716.964771	39.82614252	165.33	25	0.8449	0.0	1.0	0.0	0.0
LP	IND_COGEN_WASTE	3101.3	114.3299681	647.82	25	0.8449	0.0	1.0	0.0	0.0
LP	IND_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.307982509	0.307983509
LP	IND_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.117861647	0.117862647
LP	IND_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	0.000174009	0.000175009
LP	IND_BOILER_COAL	138.22	2.764303774	48.18	17	0.8946	0.0	1.0	0.0	0.0
LP	IND_BOILER_WASTE	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
LP	IND_DIRECT_ELEC	387.73	1.758903768	1.47	15	0.9443	0.0	1.0	0.0	0.0
LP	DHN_HP_ELEC	395.73	13.41870073	174.79	25	0.9443	0.0	1.0	0.0	0.0
LP	DHN_COGEN_GAS	1361.46	39.80624675	490.88	25	0.8449	0.0	1.0	0.0	0.0
LP	DHN_COGEN_WOOD	1172.95	42.94466341	165.33	25	0.8449	0.0	1.0	0.0	0.0
LP	DHN_COGEN_WASTE	3182.91	117.3386515	647.82	25	0.8449	0.0	1.0	0.0	0.0
LP	DHN_COGEN_WET_BIOMASS	1491.64	121.3965436	1024.0	25	0.7455	0.0	1.0	0.0	0.0
LP	DHN_COGEN_BIO_HYDROLYSIS	4923.77	240.5931676	647.8	15	0.8449	0.0	1.0	0.0	0.0
LP	DHN_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	Infinity
LP	DHN_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
LP	DHN_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	Infinity
LP	DHN_DEEP_GEO	1611.94	60.39529412	808.76	30	0.8449	0.0	1.0	0.0	0.0
LP	DHN_SOLAR	381.37	0.449838889	221.22	30	1.0	0.0	1.0	0.0	0.0
LP	DEC_HP_ELEC	564.78	23.54819613	164.89	18	1.0	0.0	1.0	0.0	0.0
LP	DEC_THHP_GAS	362.35	10.59040315	381.93	20	1.0	0.0	1.0	0.0	0.0
LP	DEC_COGEN_GAS	1528.1	98.22449611	1024.32	20	1.0	0.0	1.0	0.0	0.0
LP	DEC_COGEN_OIL	1416.89	86.93215515	1024.32	20	1.0	0.0	1.0	0.0	0.0
LP	DEC_ADVCOGEN_GAS	9185.33	171.1804817	2193.45	20	1.0	0.0	1.0	0.0	0.0
LP	DEC_ADVCOGEN_H2	9185.33	171.1804817	2193.45	20	1.0	0.0	1.0	0.0	0.0
LP	DEC_BOILER_GAS	190.24	5.708399663	21.09	17	1.0	0.0	1.0	0.002018555	0.002019555
LP	DEC_BOILER_WOOD	554.93	19.41754846	21.09	17	1.0	0.0	1.0	0.0	0.0
LP	DEC_BOILER_OIL	170.86	10.24815058	21.09	17	1.0	0.0	1.0	0.0	0.0
LP	DEC_SOLAR	1214.0	14.8	221.22	25	1.0	0.0	1.0	0.002589139	0.002590139
LP	DEC_DIRECT_ELEC	43.61	0.190627801	1.47	15	1.0	0.0	1.0	0.078723633	0.080723633
LP	TRAMWAY_TROLLEY	1000.0	12.5	0.0	30	0.342465753	0.253745136	0.253745136	0.0	Infinity
LP	BUS_COACH_DIESEL	924.704	30.55555556	0.0	15	0.296803653	0.212968332	0.212968332	0.0	Infinity
LP	BUS_COACH_HYDIESEL	1316.096	33.33333333	0.0	15	0.296803653	0.0	1.0	0.0	0.0
LP	BUS_COACH_CNG_STOICH	936.064	30.55555556	0.0	15	0.296803653	0.127327859	0.127327859	0.0	Infinity
LP	BUS_COACH_FC_HYBRIDH2	1782.464	31.25	0.0	15	0.296803653	0.0	1.0	0.0	0.0
LP	TRAIN_PUB	2409.632	54.35274934	0.0	40	0.275072894	0.0	1.0	0.0	0.0
LP	CAR_GASOLINE	0.0	0.0	0.0	10	0.051369863	0.543461349	0.543461349	0.0	Infinity
LP	CAR_DIESEL	0.0	0.0	0.0	10	0.051369863	0.285103052	0.285103052	0.0	Infinity
LP	CAR_NG	0.0	0.0	0.0	10	0.051369863	0.170455208	0.170455208	0.0	Infinity
LP	CAR_METHANOL	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
LP	CAR_HEV	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
LP	CAR_PHEV	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
LP	CAR_BEV	0.0	0.0	0.0	10	0.051369863	0.000980391	0.000980391	0.0	Infinity
LP	CAR_FUEL_CELL	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
LP	TRAIN_FREIGHT	104.42	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	Infinity
LP	BOAT_FREIGHT_DIESEL	0.0	0.0	0.0	40	0.114155251	1.0	1.0	0.0	Infinity
LP	BOAT_FREIGHT_NG	0.0	0.0	0.0	40	0.114155251	0.0	1.0	0.0	0.0
LP	BOAT_FREIGHT_METHANOL	0.0	0.0	0.0	40	0.114155251	0.0	1.0	0.0	0.0
LP	TRUCK_DIESEL	0.0	0.0	0.0	15	0.092592593	1.0	1.0	0.0	Infinity
LP	TRUCK_METHANOL	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
LP	TRUCK_FUEL_CELL	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
LP	TRUCK_ELEC	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
LP	TRUCK_NG	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
LP	EFFICIENCY	144.24	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
LP	DHN	825.88	0.0	0.0	60	1.0	0.0	1.0	0.0	0.0
LP	GRID	810.19	0.0	0.0	80	1.0	0.0	1.0	0.0	Infinity
LP	H2_ELECTROLYSIS	2784.81	76.58227848	0.0	15	0.8946	0.0	1.0	0.0	0.0
LP	SMR	775.33	71.54781261	0.0	25	0.85484	0.0	1.0	0.0	0.0
LP	H2_BIOMASS	4798.23	338.0304591	0.0	25	0.85484	0.0	1.0	0.0	0.0
LP	GASIFICATION_SNG	4007.94	282.5396825	0.0	25	0.8449	0.0	1.0	0.0	0.0
LP	SYN_METHANATION	349.6	89.32368421	0.0	40	1.0	0.0	1.0	0.0	0.0
LP	BIOMETHANATION	1122.22	15.54545455	0.0	20	0.8449	0.0	1.0	0.0	0.0
LP	BIO_HYDROLYSIS	1811.76	123.526815	0.0	15	0.8449	0.0	1.0	0.0	0.0
LP	PYROLYSIS_TO_FUELS	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
LP	PYROLYSIS_TO_LFO	2593.5	72.2	0.0	25	0.8449	0.0	1.0	0.0	0.0
LP	ATM_CCS	5342.73	132.624	0.0	40	1.0	0.0	1.0	0.0	0.0
LP	INDUSTRY_CCS	2671.37	66.312	0.0	40	1.0	0.0	1.0	0.0	0.0
LP	SYN_METHANOLATION	2647.88	75.14119601	0.0	20	0.9443	0.0	1.0	0.0	0.0
LP	METHANE_TO_METHANOL	1511.16	66.07714896	0.0	25	0.8449	0.0	1.0	0.0	0.0
LP	BIOMASS_TO_METHANOL	4788.0	73.15	0.0	20	0.994	0.0	1.0	0.0	0.0
LP	HABER_BOSCH	963.97	18.84698835	0.0	20	0.994	0.0	1.0	0.0	0.0
LP	AMMONIA_TO_H2	775.33	71.54781261	0.0	25	0.85484	0.0	1.0	0.0	0.0
LP	OIL_TO_HVC	449.55	2.390016639	0.0	15	0.994	0.0	1.0	0.0	Infinity
LP	GAS_TO_HVC	907.75	22.69375242	0.0	25	0.994	0.0	1.0	0.0	0.0
LP	BIOMASS_TO_HVC	3311.7	98.8	0.0	20	0.994	0.0	1.0	0.0	0.0
LP	METHANOL_TO_HVC	793.49	71.41369717	0.0	20	0.994	0.0	1.0	0.0	0.0
LP	BATT_LI	1118.6	0.775025166	61.3	15	1.0	0.0	1.0	0.0	0.0
LP	BEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
LP	PHEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
LP	PHS	58.8	0.0	8.33	50	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_DIRECT_ELEC	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_HP_ELEC	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_THHP_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_COGEN_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_COGEN_OIL	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_ADVCOGEN_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_ADVCOGEN_H2	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_BOILER_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_BOILER_WOOD	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DEC_BOILER_OIL	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	TS_DHN_DAILY	3.0	0.0086	0.0	40	1.0	0.0	1.0	0.0	0.0
LP	TS_DHN_SEASONAL	0.59	0.003222222	0.0	25	1.0	0.0	1.0	0.0	0.0
LP	TS_HIGH_TEMP	28.03	0.3	0.0	25	1.0	0.0	1.0	0.0	0.0
LP	GAS_STORAGE	0.05	0.001309164	0.0	50	1.0	0.0	1.0	0.0	0.0
LP	H2_STORAGE	6.19	0.39	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	DIESEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	GASOLINE_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	LFO_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	AMMONIA_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	METHANOL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
LP	CO2_STORAGE	49.5	0.495	0.0	30	1.0	0.0	1.0	0.0	0.0
LP	OCGT	1176.1	17.64181303	183.79	25	0.363632853	0.0	1.0	0.0462	0.046201
LP	GENSET_DIESEL	384.6	5.769001632	516.55	25	0.0	0.0	1.0	0.011	0.011001
LP	HYDRO_DAM	2206.3	22.06299731	1262.82	40	1.0	0.0	1.0	0.04944	0.049441
LP	ST_BIOMASS	1716.964771	39.82614252	165.33	25	0.298573216	0.0	1.0	0.015	0.015001
LP	ST_SNG	982.1038492	14.73155774	1024.32	25	0.340444644	0.0	1.0	0.0	0.0
LP	STOVE_WOOD	0.0	0.0	75.0	10	1.0	0.0	1.0	0.004177289	0.004178289
LP	STOVE_LPG	0.0	0.0	75.0	10	1.0	0.0	1.0	0.120149759	0.120150759
LP	STOVE_NG	0.0	0.0	75.0	10	1.0	0.0	1.0	0.053623791	0.053624791
LP	STOVE_OIL	0.0	0.0	75.0	10	1.0	0.0	1.0	0.000620048	0.000621048
LP	STOVE_ELEC	0.0	0.0	75.0	10	0.1875	0.0	1.0	0.002323495	0.002324495
LP	AIR_LFO	0.0	0.0	0.0	15	0.114155251	1.0	1.0	0.0	Infinity
LP	FERMENTATION_TO_BIOETHANOL	2554.01	116.0842435	0.0	25	0.92	0.0	1.0	0.0	0.0
LP	ESTERIFICATION_TO_BIODIESEL	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
LP	IND_ENG_DIESEL	384.6	5.769001632	516.55	25	0.9	0.0	1.0	0.031958744	0.031959744
LP	IND_BURNER_LPG	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.001922301	0.001923301
LP	BUS_COACH_GASOLINE	930.384	30.55555556	0.0	15	0.296803653	0.405958673	0.405958673	0.0	Infinity
OR	NUCLEAR	4845.73	102.930986	707.88	60	0.843906	0.0	1.0	0.0	0.0
OR	CCGT	898.0	22.45	183.79	25	0.377371468	0.0	1.0	0.0	0.0
OR	CCGT_AMMONIA	802.5	20.32459833	183.79	25	0.59	0.0	1.0	0.0	0.0
OR	COAL_US	2571.42	30.0225445	331.6	35	0.865396	0.0	1.0	0.0	0.0
OR	COAL_IGCC	3316.37	49.47283735	331.6	35	0.853432	0.0	1.0	0.0	0.0
OR	PV	1051.13	26.01945647	2081.43	25	1.0	0.0	1.0	0.0999	0.099901
OR	WIND_ONSHORE	1629.13	24.41867298	622.85	30	1.0	0.0	1.0	0.0	0.0
OR	WIND_OFFSHORE	5219.54	36.31492615	622.85	30	1.0	0.0	1.0	0.0	0.0
OR	HYDRO_RIVER	2000.263959	20.00263959	1262.82	40	1.0	0.0	1.0	0.0	0.0
OR	GEOTHERMAL	3772.171603	94.30429007	24929.09	30	0.914	0.0	1.0	0.0	0.0
OR	IND_COGEN_GAS	767.4832528	19.18708132	1024.32	25	0.8449	0.0	1.0	0.0	0.0
OR	IND_COGEN_WOOD	1716.964771	39.82614252	165.33	25	0.8449	0.0	1.0	0.0	0.0
OR	IND_COGEN_WASTE	3101.3	114.3299681	647.82	25	0.8449	0.0	1.0	0.0	0.0
OR	IND_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.087551852	0.087552852
OR	IND_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.018108564	0.018109564
OR	IND_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	0.00019354	0.00019454
OR	IND_BOILER_COAL	138.22	2.764303774	48.18	17	0.8946	0.0	1.0	0.0	0.0
OR	IND_BOILER_WASTE	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
OR	IND_DIRECT_ELEC	387.73	1.758903768	1.47	15	0.9443	0.0	1.0	0.0	0.0
OR	DHN_HP_ELEC	395.73	13.41870073	174.79	25	0.9443	0.0	1.0	0.0	0.0
OR	DHN_COGEN_GAS	1361.46	39.80624675	490.88	25	0.8449	0.0	1.0	0.0	0.0
OR	DHN_COGEN_WOOD	1172.95	42.94466341	165.33	25	0.8449	0.0	1.0	0.0	0.0
OR	DHN_COGEN_WASTE	3182.91	117.3386515	647.82	25	0.8449	0.0	1.0	0.0	0.0
OR	DHN_COGEN_WET_BIOMASS	1491.64	121.3965436	1024.0	25	0.7455	0.0	1.0	0.0	0.0
OR	DHN_COGEN_BIO_HYDROLYSIS	4923.77	240.5931676	647.8	15	0.8449	0.0	1.0	0.0	0.0
OR	DHN_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	Infinity
OR	DHN_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
OR	DHN_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	Infinity
OR	DHN_DEEP_GEO	1611.94	60.39529412	808.76	30	0.8449	0.0	1.0	0.0	0.0
OR	DHN_SOLAR	381.37	0.449838889	221.22	30	1.0	0.0	1.0	0.0	0.0
OR	DEC_HP_ELEC	564.78	23.54819613	164.89	18	1.0	0.0	1.0	0.0	0.0
OR	DEC_THHP_GAS	362.35	10.59040315	381.93	20	1.0	0.0	1.0	0.0	0.0
OR	DEC_COGEN_GAS	1528.1	98.22449611	1024.32	20	1.0	0.0	1.0	0.0	0.0
OR	DEC_COGEN_OIL	1416.89	86.93215515	1024.32	20	1.0	0.0	1.0	0.0	0.0
OR	DEC_ADVCOGEN_GAS	9185.33	171.1804817	2193.45	20	1.0	0.0	1.0	0.0	0.0
OR	DEC_ADVCOGEN_H2	9185.33	171.1804817	2193.45	20	1.0	0.0	1.0	0.0	0.0
OR	DEC_BOILER_GAS	190.24	5.708399663	21.09	17	1.0	0.0	1.0	0.00021869	0.00021969
OR	DEC_BOILER_WOOD	554.93	19.41754846	21.09	17	1.0	0.0	1.0	0.0	0.0
OR	DEC_BOILER_OIL	170.86	10.24815058	21.09	17	1.0	0.0	1.0	0.0	0.0
OR	DEC_SOLAR	1214.0	14.8	221.22	25	1.0	0.0	1.0	0.001479508	0.001480508
OR	DEC_DIRECT_ELEC	43.61	0.190627801	1.47	15	1.0	0.0	1.0	0.008528901	0.010528901
OR	TRAMWAY_TROLLEY	1000.0	12.5	0.0	30	0.342465753	0.003780227	0.003780227	0.0	Infinity
OR	BUS_COACH_DIESEL	924.704	30.55555556	0.0	15	0.296803653	0.280835082	0.280835082	0.0	Infinity
OR	BUS_COACH_HYDIESEL	1316.096	33.33333333	0.0	15	0.296803653	0.0	1.0	0.0	0.0
OR	BUS_COACH_CNG_STOICH	936.064	30.55555556	0.0	15	0.296803653	0.130167759	0.130167759	0.0	Infinity
OR	BUS_COACH_FC_HYBRIDH2	1782.464	31.25	0.0	15	0.296803653	0.0	1.0	0.0	0.0
OR	TRAIN_PUB	2409.632	54.35274934	0.0	40	0.275072894	0.0	1.0	0.0	0.0
OR	CAR_GASOLINE	0.0	0.0	0.0	10	0.051369863	0.58743758	0.58743758	0.0	Infinity
OR	CAR_DIESEL	0.0	0.0	0.0	10	0.051369863	0.281900731	0.281900731	0.0	Infinity
OR	CAR_NG	0.0	0.0	0.0	10	0.051369863	0.130661689	0.130661689	0.0	Infinity
OR	CAR_METHANOL	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
OR	CAR_HEV	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
OR	CAR_PHEV	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
OR	CAR_BEV	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
OR	CAR_FUEL_CELL	0.0	0.0	0.0	10	0.051369863	0.0	1.0	0.0	0.0
OR	TRAIN_FREIGHT	104.42	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	Infinity
OR	BOAT_FREIGHT_DIESEL	0.0	0.0	0.0	40	0.114155251	1.0	1.0	0.0	Infinity
OR	BOAT_FREIGHT_NG	0.0	0.0	0.0	40	0.114155251	0.0	1.0	0.0	0.0
OR	BOAT_FREIGHT_METHANOL	0.0	0.0	0.0	40	0.114155251	0.0	1.0	0.0	0.0
OR	TRUCK_DIESEL	0.0	0.0	0.0	15	0.092592593	1.0	1.0	0.0	Infinity
OR	TRUCK_METHANOL	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
OR	TRUCK_FUEL_CELL	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
OR	TRUCK_ELEC	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
OR	TRUCK_NG	0.0	0.0	0.0	15	0.092592593	0.0	1.0	0.0	0.0
OR	EFFICIENCY	144.24	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
OR	DHN	825.88	0.0	0.0	60	1.0	0.0	1.0	0.0	0.0
OR	GRID	810.19	0.0	0.0	80	1.0	0.0	1.0	0.0	Infinity
OR	H2_ELECTROLYSIS	2784.81	76.58227848	0.0	15	0.8946	0.0	1.0	0.0	0.0
OR	SMR	775.33	71.54781261	0.0	25	0.85484	0.0	1.0	0.0	0.0
OR	H2_BIOMASS	4798.23	338.0304591	0.0	25	0.85484	0.0	1.0	0.0	0.0
OR	GASIFICATION_SNG	4007.94	282.5396825	0.0	25	0.8449	0.0	1.0	0.0	0.0
OR	SYN_METHANATION	349.6	89.32368421	0.0	40	1.0	0.0	1.0	0.0	0.0
OR	BIOMETHANATION	1122.22	15.54545455	0.0	20	0.8449	0.0	1.0	0.0	0.0
OR	BIO_HYDROLYSIS	1811.76	123.526815	0.0	15	0.8449	0.0	1.0	0.0	0.0
OR	PYROLYSIS_TO_FUELS	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
OR	PYROLYSIS_TO_LFO	2593.5	72.2	0.0	25	0.8449	0.0	1.0	0.0	0.0
OR	ATM_CCS	5342.73	132.624	0.0	40	1.0	0.0	1.0	0.0	0.0
OR	INDUSTRY_CCS	2671.37	66.312	0.0	40	1.0	0.0	1.0	0.0	0.0
OR	SYN_METHANOLATION	2647.88	75.14119601	0.0	20	0.9443	0.0	1.0	0.0	0.0
OR	METHANE_TO_METHANOL	1511.16	66.07714896	0.0	25	0.8449	0.0	1.0	0.0	0.0
OR	BIOMASS_TO_METHANOL	4788.0	73.15	0.0	20	0.994	0.0	1.0	0.0	0.0
OR	HABER_BOSCH	963.97	18.84698835	0.0	20	0.994	0.0	1.0	0.0	0.0
OR	AMMONIA_TO_H2	775.33	71.54781261	0.0	25	0.85484	0.0	1.0	0.0	0.0
OR	OIL_TO_HVC	449.55	2.390016639	0.0	15	0.994	1.0	1.0	0.0	Infinity
OR	GAS_TO_HVC	907.75	22.69375242	0.0	25	0.994	0.0	1.0	0.0	0.0
OR	BIOMASS_TO_HVC	3311.7	98.8	0.0	20	0.994	0.0	1.0	0.0	0.0
OR	METHANOL_TO_HVC	793.49	71.41369717	0.0	20	0.994	0.0	1.0	0.0	0.0
OR	BATT_LI	1118.6	0.775025166	61.3	15	1.0	0.0	1.0	0.0	0.0
OR	BEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
OR	PHEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
OR	PHS	58.8	0.0	8.33	50	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_DIRECT_ELEC	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_HP_ELEC	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_THHP_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_COGEN_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_COGEN_OIL	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_ADVCOGEN_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_ADVCOGEN_H2	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_BOILER_GAS	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_BOILER_WOOD	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DEC_BOILER_OIL	18.97	0.132802697	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	TS_DHN_DAILY	3.0	0.0086	0.0	40	1.0	0.0	1.0	0.0	0.0
OR	TS_DHN_SEASONAL	0.59	0.003222222	0.0	25	1.0	0.0	1.0	0.0	0.0
OR	TS_HIGH_TEMP	28.03	0.3	0.0	25	1.0	0.0	1.0	0.0	0.0
OR	GAS_STORAGE	0.05	0.001309164	0.0	50	1.0	0.0	1.0	0.0	0.0
OR	H2_STORAGE	6.19	0.39	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	DIESEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	GASOLINE_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	LFO_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	AMMONIA_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	METHANOL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
OR	CO2_STORAGE	49.5	0.495	0.0	30	1.0	0.0	1.0	0.0	0.0
OR	OCGT	1176.1	17.64181303	183.79	25	0.155363633	0.0	1.0	0.0	0.0
OR	GENSET_DIESEL	384.6	5.769001632	516.55	25	0.155363633	0.0	1.0	0.0	0.0
OR	HYDRO_DAM	2206.3	22.06299731	1262.82	40	1.0	0.0	1.0	0.0	0.0
OR	ST_BIOMASS	1716.964771	39.82614252	165.33	25	0.298573216	0.0	1.0	0.0	0.0
OR	ST_SNG	982.1038492	14.73155774	1024.32	25	0.340444644	0.0	1.0	0.0	0.0
OR	STOVE_WOOD	0.0	0.0	75.0	10	1.0	0.0	1.0	0.000789333	0.000790333
OR	STOVE_LPG	0.0	0.0	75.0	10	1.0	0.0	1.0	0.028573375	0.028574375
OR	STOVE_NG	0.0	0.0	75.0	10	1.0	0.0	1.0	0.012496752	0.012497752
OR	STOVE_OIL	0.0	0.0	75.0	10	1.0	0.0	1.0	0.000180168	0.000181168
OR	STOVE_ELEC	0.0	0.0	75.0	10	0.1875	0.0	1.0	0.000875059	0.000876059
OR	AIR_LFO	0.0	0.0	0.0	15	0.114155251	0.0	1.0	0.0	Infinity
OR	FERMENTATION_TO_BIOETHANOL	2554.01	116.0842435	0.0	25	0.92	0.0	1.0	0.0	0.0
OR	ESTERIFICATION_TO_BIODIESEL	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
OR	IND_ENG_DIESEL	384.6	5.769001632	516.55	25	0.9	0.0	1.0	0.010732154	0.010733154
OR	IND_BURNER_LPG	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.00082742	0.00082842
OR	BUS_COACH_GASOLINE	930.384	30.55555556	0.0	15	0.296803653	0.585216932	0.585216932	0.0	Infinity
PT	NUCLEAR	4845.73	102.930986	707.88	60	0.843906	0.0	1.0	0.0	0.0
PT	CCGT	898.0	22.45	183.79	25	0.377371468	0.0	1.0	0.0	0.0
PT	CCGT_AMMONIA	802.5	20.32459833	183.79	25	0.59	0.0	1.0	0.0	0.0
PT	COAL_US	2571.42	30.0225445	331.6	35	0.865396	0.0	1.0	0.0	0.0
PT	COAL_IGCC	3316.37	49.47283735	331.6	35	0.853432	0.0	1.0	0.0	0.0
PT	PV	1051.13	26.01945647	2081.43	25	1.0	0.0	1.0	0.0601	0.060101
PT	WIND_ONSHORE	1629.13	24.41867298	622.85	30	1.0	0.0	1.0	0.0	0.0
PT	WIND_OFFSHORE	5219.54	36.31492615	622.85	30	1.0	0.0	1.0	0.0	0.0
PT	HYDRO_RIVER	2000.263959	20.00263959	1262.82	40	1.0	0.0	1.0	0.01904	0.019041
PT	GEOTHERMAL	3772.171603	94.30429007	24929.09	30	0.914	0.0	1.0	0.0	0.0
PT	IND_COGEN_GAS	767.4832528	19.18708132	1024.32	25	0.8449	0.0	1.0	0.0	0.0
PT	IND_COGEN_WOOD	1716.964771	39.82614252	165.33	25	0.8449	0.0	1.0	0.0	0.0
PT	IND_COGEN_WASTE	3101.3	114.3299681	647.82	25	0.8449	0.0	1.0	0.0	0.0
PT	IND_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.020078432	0.020079432
PT	IND_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.018563507	0.018564507
PT	IND_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	4.26e-05	4.36e-05
PT	IND_BOILER_COAL	138.22	2.764303774	48.18	17	0.8946	0.0	1.0	0.0	0.0
