{PERIODS};ELECTRICITY;HEAT_LOW_T_SH;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;SOLAR
1;1.06E-04;0.000114155;6.77E-06;0.000114155;0;0.004324676;0;0.66131025;0.174718395;0
2;9.73E-05;0.000114155;3.75E-06;0.000114155;0;0.002883117;0;0.577786563;0.177088607;0
3;9.10E-05;0.000114155;2.38E-06;0.000114155;0;0.002883117;0;0.537201804;0.180474622;0
4;8.80E-05;0.000114155;8.30E-06;0.000114155;0;0.004324676;0;0.503975588;0.178104411;0
5;8.63E-05;0.000114155;2.49E-05;0.000114155;0;0.008649351;0;0.47923566;0.192664277;0
6;7.76E-05;0.000114155;6.93E-05;0.000114155;0;0.01009091;0;0.418351473;0.19537309;0
7;7.66E-05;0.000114155;0.000143;0.000114155;0.174549786;0.015857144;0;0.377907682;0.198759106;0.137615849
8;7.96E-05;0.000114155;0.00019;0.000114155;0.396145201;0.027389612;0;0.399955117;0.193341481;0.344437689
9;8.25E-05;0.000114155;0.000168;0.000114155;0.604231002;0.044688315;0;0.412473097;0.254289758;0.54267444
10;8.72E-05;0.000114155;0.000165;0.000114155;0.776983337;0.06919481;0;0.447771547;0.236005275;0.708860742
11;9.11E-05;0.000114155;0.000179;0.000114155;0.899759951;0.096584423;0;0.502551809;0.178104411;0.827533585
12;9.42E-05;0.000114155;0.000196;0.000114155;0.962777455;0.119649359;0;0.556204324;0.209255752;0.888909581
13;9.64E-05;0.000114155;0.000195;0.000114155;0.838966691;0.131181828;0;0.576235912;0.223815619;0.16348602
14;9.75E-05;0.000114155;0.000185;0.000114155;0.508949652;0.125415593;0;0.612986334;0.224492823;0.065742408
15;9.81E-05;0.000114155;0.000199;0.000114155;0.480305332;0.115324684;0;0.598198766;0.440182005;0.087164091
16;9.80E-05;0.000114155;0.000216;0.000114155;0.456027424;0.098025981;0;0.632129823;0.438827598;0.164659699
17;9.77E-05;0.000114155;0.000224;0.000114155;0.409186984;0.067753252;0;0.607883283;0.459482293;0.356658718
18;9.61E-05;0.000114155;0.000198;0.000114155;0.132001891;0.037480522;0;0.577053528;0.736458354;0.048284967
19;1.02E-04;0.000114155;1.37E-04;0.000114155;0.007386787;0.033155847;0;0.684118913;0.891876461;0
20;1.21E-04;0.000114155;9.07E-05;0.000114155;0;0.050454549;0;0.831205184;0.88273422;0
21;1.20E-04;0.000114155;6.33E-05;0.000114155;0;0.08937663;0;0.748005723;0.871560368;0
22;1.14E-04;0.000114155;4.11E-05;0.000114155;0;0.111000008;0;0.626646158;0.798422436;0
23;1.06E-04;0.000114155;2.46E-05;0.000114155;0;0.053337666;0;0.612788978;0.287134108;0
24;9.80E-05;0.000114155;8.08E-06;0.000114155;0;0.02018182;0;0.563999868;0.166253357;0
25;9.39E-05;0.000114155;6.77E-06;0.000114155;0;0.008649351;0;0.582410322;0.430286377;0
26;8.98E-05;0.000114155;3.75E-06;0.000114155;0;0.007207793;0;0.584200619;0.43081121;0
27;8.80E-05;0.000114155;2.38E-06;0.000114155;0;0.011532468;0;0.592926552;0.45615553;0
28;8.71E-05;0.000114155;8.30E-06;0.000114155;0;0.021623378;0;0.583664939;0.452947275;0
29;8.81E-05;0.000114155;2.49E-05;0.000114155;0;0.030272729;0;0.599580255;0.454614892;0
30;9.13E-05;0.000114155;6.93E-05;0.000114155;0;0.034597405;0;0.619978361;0.458161752;0
31;9.69E-05;0.000114155;0.000143;0.000114155;0.073949949;0.056220783;0;0.604288594;0.447504261;0.0050066
32;1.06E-04;0.000114155;0.00019;0.000114155;0.136286228;0.076402603;0;0.580591832;0.410723668;0.006607071
33;1.14E-04;0.000114155;0.000168;0.000114155;2.82E-01;0.076402603;0;0.628577423;0.271219835;0.027995924
34;0.000117435;0.000114155;0.000165;0.000114155;0.311927617;0.074961044;0;0.607728219;0.326411886;0.020559892
35;0.000119973;0.000114155;0.000179;0.000114155;0.45967978;0.08937663;0;0.589303669;0.365351063;0.046019686
36;0.000121641;0.000114155;0.000196;0.000114155;0.647796633;0.118207801;0;0.623305211;0.362980853;0.236598801
37;0.000119796;0.000114155;0.000195;0.000114155;0.953708122;0.152805206;0;0.586286948;0.367044072;0.880661002
38;0.000123212;0.000114155;0.000185;0.000114155;0.726744975;0.191727286;0;0.612845367;0.571517079;0.321292422
39;0.000125768;0.000114155;0.000199;0.000114155;0.65618474;0.201818196;0;0.619654133;0.561435218;0.2236473
40;0.000125521;0.000114155;0.000216;0.000114155;0.444569696;0.172987025;0;0.61345153;0.566302618;0.175362333
41;0.000120854;0.000114155;0.000224;0.000114155;0.406691892;0.118207801;0;0.610815424;0.551217919;0.35498438
42;0.000116049;0.000114155;0.000198;0.000114155;0.190907417;0.056220783;0;0.551481888;0.781797093;0.153152725
43;0.00012355;0.000114155;1.37E-04;0.000114155;0.009028296;0.030272729;0;0.692238685;0.86619353;0
44;0.000138589;0.000114155;9.07E-05;0.000114155;0;0.028831171;0;0.801714627;0.872000551;0
45;0.000136413;0.000114155;6.33E-05;0.000114155;0;0.037480522;0;0.765302529;0.861292282;0
46;1.28E-04;0.000114155;4.11E-05;0.000114155;0;0.037480522;0;0.699921453;0.863611698;0
47;1.16E-04;0.000114155;2.46E-05;0.000114155;0;0.024506495;0;0.629620587;0.584290815;0
48;1.06E-04;0.000114155;8.08E-06;0.000114155;0;0.012974027;0;0.663650324;0.231264853;0
49;9.96E-05;0.000114155;6.77E-06;0.000114155;0;0.007207793;0;0.676196498;0.232280658;0
50;9.46E-05;0.000114155;3.75E-06;0.000114155;0;0.004324676;0;0.665891719;0.251580946;0
51;9.24E-05;0.000114155;2.38E-06;0.000114155;0;0.005766234;0;0.633046117;0.250903743;0
52;9.12E-05;0.000114155;8.30E-06;0.000114155;0;0.011532468;0;0.612535236;0.25259675;0
53;9.17E-05;0.000114155;2.49E-05;0.000114155;0;0.011532468;0;0.619047969;0.252935353;0
54;9.53E-05;0.000114155;6.93E-05;0.000114155;0;0.008649351;0;0.677620277;0.25259675;0
55;9.95E-05;0.000114155;0.000143;0.000114155;0.111433792;0.01009091;0;0.667484661;0.249210734;0.039207426
56;1.11E-04;0.000114155;0.00019;0.000114155;0.216112777;0.015857144;0;0.700090616;0.253273953;0.040471387
57;1.22E-04;0.000114155;0.000168;0.000114155;0.366318995;0.018740261;0;0.707702901;0.257337172;0.07905504
58;1.28E-04;0.000114155;0.000165;0.000114155;0.572451401;0.028831171;0;0.706222735;0.252935353;0.203932785
59;1.31E-04;0.000114155;0.000179;0.000114155;0.728255163;0.061987017;0;0.707350481;0.259030179;0.202972503
60;1.32E-04;0.000114155;0.000196;0.000114155;0.948783597;0.105233774;0;0.645634581;0.299323763;0.875736477
61;0.000131635;0.000114155;0.000195;0.000114155;0.953691707;0.14848053;0;0.65331735;0.341310354;0.880644587
62;0.000137294;0.000114155;0.000185;0.000114155;0.895582312;0.183077935;0;0.711382173;0.336569933;0.824176701
63;1.39E-04;0.000114155;0.000199;0.000114155;0.610238922;0.211909106;0;0.724266671;0.340633152;0.235975027
64;1.39E-04;0.000114155;0.000216;0.000114155;4.31E-01;0.236415601;0;0.666342817;0.582056051;0.130893873
65;0.000134375;0.000114155;0.000224;0.000114155;0.241588986;0.223441574;0;0.724182089;0.573929614;0.049532513
66;0.000128749;0.000114155;0.000198;0.000114155;0.097021349;0.155688323;0;0.687079246;0.771672914;0.012483671
67;0.000141902;0.000114155;1.37E-04;0.000114155;0.005745279;0.082168837;0;0.776904214;0.895262477;0
68;0.000148577;0.000114155;9.07E-05;0.000114155;0;0.067753252;0;0.883518501;0.894246672;0
69;1.46E-04;0.000114155;6.33E-05;0.000114155;0;0.073519486;0;0.794341988;0.843795042;0
70;1.38E-04;0.000114155;4.11E-05;0.000114155;0;0.077844161;0;0.692182298;0.839393222;0
71;1.27E-04;0.000114155;2.46E-05;0.000114155;0;0.064870135;0;0.710339007;0.369414282;0
72;1.15E-04;0.000114155;8.08E-06;0.000114155;0;0.047571432;0;0.688799059;0.257337172;0
73;1.00E-04;0.000114155;6.77E-06;0.000114155;0;0.038922081;0;0.703262401;0.238036884;0
74;9.60E-05;0.000114155;3.75E-06;0.000114155;0;0.034597405;0;0.700894135;0.23498947;0
75;9.47E-05;0.000114155;2.38E-06;0.000114155;0;0.033155847;0;0.689475707;0.24616332;0
76;9.32E-05;0.000114155;8.30E-06;0.000114155;0;0.033155847;0;0.679114541;0.252258149;0
77;9.46E-05;0.000114155;2.49E-05;0.000114155;0;0.031714288;0;0.692957622;0.250903743;0
78;9.85E-05;0.000114155;6.93E-05;0.000114155;0;0.025948054;0;0.708393646;0.220429604;0
79;1.00E-04;0.000114155;0.000143;0.000114155;0.161278192;0.025948054;0;0.708083516;0.222461212;0.125985763
80;1.08E-04;0.000114155;0.00019;0.000114155;0.376332196;0.036038964;0;0.708985712;0.25056514;0.326266192
81;1.15E-04;0.000114155;0.000168;0.000114155;0.580338849;0.061987017;0;0.707350481;0.46557712;0.520423795
82;1.17E-04;0.000114155;0.000165;0.000114155;0.753115806;0.086493513;0;0.690998164;0.497405665;0.686634719
83;1.20E-04;0.000114155;0.000179;0.000114155;0.87836289;0.100909098;0;0.69536818;0.509256719;0.807778033
84;1.18E-04;0.000114155;0.000196;0.000114155;0.310261486;0.116766242;0;0.70011881;0.512981335;0.019714515
85;1.15E-04;0.000114155;0.000195;0.000114155;0.348016177;0.13838962;0;0.672418548;0.523477983;0.020535269
86;1.17E-04;0.000114155;0.000185;0.000114155;0.274977265;0.15857144;0;0.708337258;0.497067064;0.018081214
87;1.17E-04;0.000114155;0.000199;0.000114155;0.440030926;0.188844169;0;0.712552209;0.495374056;0.060021751
88;1.17E-04;0.000114155;0.000216;0.000114155;0.567485838;0.203259755;0;0.729003205;0.499775875;0.389382187
89;1.15E-04;0.000114155;0.000224;0.000114155;0.192163171;0.177311701;0;0.691562037;0.498760071;0.018984044
90;1.13E-04;0.000114155;0.000198;0.000114155;0.067301841;0.108116891;0;0.715413864;0.741537377;0
91;1.33E-04;0.000114155;1.37E-04;0.000114155;0.004103771;0.080727279;0;0.785320019;0.877316595;0
92;1.33E-04;0.000114155;9.07E-05;0.000114155;0;0.074961044;0;0.897840876;0.880364008;0
93;1.30E-04;0.000114155;6.33E-05;0.000114155;0;0.070636369;0;0.826454555;0.878671;0
94;1.22E-04;0.000114155;4.11E-05;0.000114155;0;0.053337666;0;0.737559976;0.878332399;0
95;1.12E-04;0.000114155;2.46E-05;0.000114155;0;0.034597405;0;0.716428836;0.602710745;0
96;1.02E-04;0.000114155;8.08E-06;0.000114155;0;0.018740261;0;0.712524016;0.448647043;0
97;9.40E-05;0.000114155;6.77E-06;0.000114155;0;0.011532468;0;0.545222898;0.22618583;0
98;8.98E-05;0.000114155;3.75E-06;0.000114155;0;0.007207793;0;0.514083011;0.224831423;0
99;8.73E-05;0.000114155;2.38E-06;0.000114155;0;0.004324676;0;0.517311184;0.225847229;0
100;8.56E-05;0.000114155;8.30E-06;0.000114155;0;0.001441559;0;0.482449736;0.219413799;0
101;8.61E-05;0.000114155;2.49E-05;0.000114155;0;0.001441559;0;0.482943126;0.217382191;0
102;8.82E-05;0.000114155;6.93E-05;0.000114155;0;0.002883117;0;0.510854838;0.220429604;0
103;8.23E-05;0.000114155;0.000143;0.000114155;0.004924525;0.002883117;0;0.418534731;0.22178401;0
104;0.0000869;0.000114155;0.00019;0.000114155;0.162591398;0.001441559;0;0.455820834;0.251580946;0.012393388
105;0.0000927;0.000114155;0.000168;0.000114155;0.38;0.014415585;0;0.520384292;0.249549336;0.107050965
106;0.0000961;0.000114155;0.000165;0.000114155;0.463061287;0.041805198;0;0.537046739;0.253612554;0.083052113
107;0.000098;0.000114155;0.000179;0.000114155;0.254458411;0.085051954;0;0.548380586;0.249549336;0.01726046
108;0.0000988;0.000114155;0.000196;0.000114155;0.323393553;0.142714296;0;0.560517952;0.253951157;0.020535269
109;0.0000977;0.000114155;0.000195;0.000114155;0.777525035;0.216233782;0;0.540289009;0.249210734;0.311336674
110;0.0000978;0.000114155;0.000185;0.000114155;0.139552829;0.302727294;0;0.532437078;0.208239948;0.018901968
111;0.0000986;0.000114155;0.000199;0.000114155;0.150222633;0.380571456;0;0.556063356;0.208917152;0.012335935
112;0.000099;0.000114155;0.000216;0.000114155;0.385220963;0.402194834;0;0.555668644;0.425283536;0.0963155
113;0.0000985;0.000114155;0.000224;0.000114155;0.322556383;0.350298726;0;0.616411864;0.425283536;0.14609424
114;0.000103;0.000114155;0.000198;0.000114155;0.1570431;0.193168845;0;0.58467991;0.737135557;0.081533718
115;0.000124214;0.000114155;1.37E-04;0.000114155;0.010669804;0.09946754;0;0.793002789;0.88510443;0
116;0.000123877;0.000114155;9.07E-05;0.000114155;0;0.121090918;0;0.784798436;0.891199258;0
117;0.000119669;0.000114155;6.33E-05;0.000114155;0;0.119649359;0;0.751318477;0.880025406;0
118;0.000113133;0.000114155;4.11E-05;0.000114155;0;0.111000008;0;0.663608032;0.877993798;0
119;1.03E-04;0.000114155;2.46E-05;0.000114155;0;0.103792215;0;0.595633144;0.344357768;0
120;9.58E-05;0.000114155;8.08E-06;0.000114155;0;0.067753252;0;0.572429769;0.227201635;0
121;9.36E-05;0.000114155;6.77E-06;0.000114155;0;0.0591039;0;0.272632595;0.213318972;0
122;9.06E-05;0.000114155;3.75E-06;0.000114155;0;0.054779225;0;0.321788222;0.212980371;0
123;8.85E-05;0.000114155;2.38E-06;0.000114155;0;0.060545459;0;0.298880881;0.223815619;0
124;8.77E-05;0.000114155;8.30E-06;0.000114155;0;0.060545459;0;0.304900226;0.208917152;0
125;8.93E-05;0.000114155;2.49E-05;0.000114155;0;0.067753252;0;0.33907093;0.212303167;0
126;9.33E-05;0.000114155;6.93E-05;0.000114155;0;0.07928572;0;0.415447528;0.211964566;0
127;9.52E-05;0.000114155;0.000143;0.000114155;0.072308441;0.095142864;0;0.366658416;0.209932956;0.0050066
128;0.000104;0.000114155;0.00019;0.000114155;0.376323988;0.063428576;0;0.423835139;0.250903743;0.326257985
129;0.000112285;0.000114155;0.000168;0.000114155;0.582;0.025948054;0;0.479729049;0.252935353;0.522048888
130;0.000115878;0.000114155;0.000165;0.000114155;0.755553446;0.034597405;0;0.506611694;0.255644164;0.689072359
131;0.000119391;0.000114155;0.000179;0.000114155;0.881621284;0.050454549;0;0.472877991;0.255305563;0.811036427
132;0.000118975;0.000114155;0.000196;0.000114155;0.95037586;0.07928572;0;0.479517597;0.24616332;0.87732874
133;0.000116324;0.000114155;0.000195;0.000114155;0.83730056;0.162896116;0;0.441075555;0.258691578;0.160178381
134;0.000119939;0.000114155;0.000185;0.000114155;0.364455883;0.24794807;0;0.4901607;0.255644164;0.034512712
135;0.00012169;0.000114155;0.000199;0.000114155;0.638119941;0.301285736;0;0.515986082;0.246840524;0.23102588
136;0.000120252;0.000114155;0.000216;0.000114155;0.082083623;0.3373247;0;0.479729049;0.24582472;0.001649716
137;0.000118653;0.000114155;0.000224;0.000114155;0.292746592;0.341649375;0;0.481462958;0.467270129;0.10069012
138;0.000125984;0.000114155;0.000198;0.000114155;0.097004934;0.209025989;0;0.544081054;0.76185347;0.011646501
139;0.000139259;0.000114155;1.37E-04;0.000114155;0.006566033;0.142714296;0;0.70047123;0.650114961;0
140;0.000138067;0.000114155;9.07E-05;0.000114155;0;0.134064945;0;0.6983849;0.888151844;0
141;0.000132486;0.000114155;6.33E-05;0.000114155;0;0.132623386;0;0.606459506;0.888490446;0
142;0.000123584;0.000114155;4.11E-05;0.000114155;0;0.131181828;0;0.493332485;0.854291691;0
143;1.11E-04;0.000114155;2.46E-05;0.000114155;0;0.129740269;0;0.378147328;0.33589273;0
144;1.01E-04;0.000114155;8.08E-06;0.000114155;0;0.129740269;0;0.430418356;0.207901347;0
145;9.60E-05;0.000114155;6.77E-06;0.000114155;0;0.149922089;0;0.312991804;0.181490427;0
146;9.23E-05;0.000114155;3.75E-06;0.000114155;0;0.142714296;0;0.287293291;0.181151825;0
147;9.06E-05;0.000114155;2.38E-06;0.000114155;0;0.151363647;0;0.254856498;0.181829028;0
148;9.01E-05;0.000114155;8.30E-06;0.000114155;0;0.141272737;0;0.250134062;0.189616863;0
149;9.11E-05;0.000114155;2.49E-05;0.000114155;0;0.145597413;0;0.298218331;0.215011979;0
150;9.54E-05;0.000114155;6.93E-05;0.000114155;0;0.144155855;0;0.359821456;0.216704986;0
151;9.65E-05;0.000114155;0.000143;0.000114155;0.157158006;0.151363647;0;0.399687277;0.219075198;0.122686331
152;0.000105;0.000114155;0.00019;0.000114155;0.374674272;0.23785716;0;0.504031975;0.252935353;0.324608269
153;0.000113994;0.000114155;0.000168;0.000114155;0.582;0.282545475;0;0.499859315;0.255305563;0.522040681
154;0.000117352;0.000114155;0.000165;0.000114155;0.756357785;0.234974043;0;0.500846094;0.254289758;0.689876698
155;0.000118147;0.000114155;0.000179;0.000114155;0.882425623;0.22776625;0;0.489554535;0.223815619;0.811840766
156;0.000117151;0.000114155;0.000196;0.000114155;0.951180199;0.314259763;0;0.473667414;0.219413799;0.878953833
157;0.000113618;0.000114155;0.000195;0.000114155;0.956900855;0.392103924;0;0.384519094;0.195034488;0.883853735
158;0.00011687;0.000114155;0.000185;0.000114155;0.548354059;0.412285744;0;0.428092379;0.213657572;0.087910978
159;0.000117963;0.000114155;0.000199;0.000114155;0.726096579;0.358948078;0;0.435577794;0.23498947;0.33131383
160;0.00011743;0.000114155;0.000216;0.000114155;0.616345333;0.262363655;0;0.465096544;0.231603455;0.555609526
161;0.000115477;0.000114155;0.000224;0.000114155;0.340777126;0.17875326;0;0.480462084;0.471333347;0.179909311
162;0.000120225;0.000114155;0.000198;0.000114155;0.079645983;0.113883125;0;0.530985104;0.736119752;0.002495093
163;0.000138219;0.000114155;1.37E-04;0.000114155;0.005745279;0.100909098;0;0.721094885;0.892553664;0
164;0.000137916;0.000114155;9.07E-05;0.000114155;0;0.06919481;0;0.728086911;0.884427226;0
165;0.000133545;0.000114155;6.33E-05;0.000114155;0;0.025948054;0;0.622219756;0.885781633;0
166;0.000124731;0.000114155;4.11E-05;0.000114155;0;0.005766234;0;0.485875264;0.87189897;0
167;0.000112019;0.000114155;2.46E-05;0.000114155;0;0.002883117;0;0.384476803;0.323364473;0
168;1.02E-04;0.000114155;8.08E-06;0.000114155;0;0.008649351;0;0.402901353;0.208239948;0
169;9.28E-05;0.000114155;6.77E-06;0.000114155;0;0.018740261;0;0.381460082;0.176072802;0
170;8.86E-05;0.000114155;3.75E-06;0.000114155;0;0.018740261;0;0.390919052;0.1757342;0
171;8.58E-05;0.000114155;2.38E-06;0.000114155;0;0.018740261;0;0.384645964;0.191309872;0
172;8.47E-05;0.000114155;8.30E-06;0.000114155;0;0.024506495;0;0.378048651;0.188601059;0
173;8.45E-05;0.000114155;2.49E-05;0.000114155;0;0.041805198;0;0.367123612;0.190971269;0
174;8.63E-05;0.000114155;6.93E-05;0.000114155;0;0.050454549;0;0.372691857;0.196388894;0
175;0.0000825;0.000114155;0.000143;0.000114155;0.063222693;0.041805198;0;0.326003173;0.227540236;0.001666131
176;0.0000845;0.000114155;0.00019;0.000114155;0.143681223;0.0591039;0;0.315233198;0.18893966;0.007436033
177;0.0000894;0.000114155;0.000168;0.000114155;0.474313827;0.102350657;0;0.312470221;0.179797418;0.231370597
178;0.0000921;0.000114155;0.000165;0.000114155;0.556799619;0.111000008;0;0.328371441;0.182844832;0.18171497
179;0.0000939;0.000114155;0.000179;0.000114155;0.886512979;0.087935071;0;0.322887774;0.158465522;0.815928121
180;0.0000945;0.000114155;0.000196;0.000114155;0.955259347;0.06919481;0;0.40411368;0.15575671;0.883032981
181;0.0000925;0.000114155;0.000195;0.000114155;0.509729369;0.080727279;0;0.401237927;0.133747609;0.05174855
182;0.000093;0.000114155;0.000185;0.000114155;0.902870609;0.14848053;0;0.432095877;0.123589563;0.832285752
183;0.000094;0.000114155;0.000199;0.000114155;0.785814651;0.211909106;0;0.400152472;0.111399907;0.718512811
184;0.0000946;0.000114155;0.000216;0.000114155;0.286517068;0.219116899;0;0.404564778;0.110384103;0.025517247
185;0.0000963;0.000114155;0.000224;0.000114155;0.196266941;0.185961052;0;0.367617001;0.394809398;0.019804798
186;0.000102;0.000114155;0.000198;0.000114155;0.091202202;0.102350657;0;0.390594824;0.741875977;0.007485278
187;0.000122163;0.000114155;1.37E-04;0.000114155;0.006566033;0.066311693;0;0.569850051;0.863433932;0
188;0.000123016;0.000114155;9.07E-05;0.000114155;0;0.080727279;0;0.536496963;0.888151844;0
189;0.000120296;0.000114155;6.33E-05;0.000114155;0;0.100909098;0;0.576574237;0.858354909;0
190;0.00011331;0.000114155;4.11E-05;0.000114155;0;0.115324684;0;0.509036348;0.851921479;0
191;0.000102;0.000114155;2.46E-05;0.000114155;0;0.118207801;0;0.427345248;0.324041676;0
192;9.34E-05;0.000114155;8.08E-06;0.000114155;0;0.118207801;0;0.42826154;0.203499527;0
193;1.05E-04;0.000114155;6.77E-06;0.000114155;0;0.121090918;0;0.308424433;0.167607763;0
194;9.95E-05;0.000114155;3.75E-06;0.000114155;0;0.142714296;0;0.250232739;0.167607763;0
195;9.77E-05;0.000114155;2.38E-06;0.000114155;0;0.13838962;0;0.213440027;0.165914755;0
196;9.61E-05;0.000114155;8.30E-06;0.000114155;0;0.13838962;0;0.233513905;0.189616863;0
197;9.66E-05;0.000114155;2.49E-05;0.000114155;0;0.135506503;0;0.245073302;0.191309872;0
198;1.02E-04;0.000114155;6.93E-05;0.000114155;0;0.108116891;0;0.308720467;0.193002879;0
199;0.000104;0.000114155;0.000143;0.000114155;0.130171609;0.119649359;0;0.325552075;0.189955465;0.078464097
200;0.000113323;0.000114155;0.00019;0.000114155;0.269872174;0.15857144;0;0.358693709;0.254628358;0.105721343
201;0.000123844;0.000114155;0.000168;0.000114155;0.459;0.187402611;0;0.424610463;0.251242344;0.212427591
202;0.00012987;0.000114155;0.000165;0.000114155;0.754683446;0.203259755;0;0.451182978;0.253951157;0.689023114
203;0.000133886;0.000114155;0.000179;0.000114155;0.881563831;0.236415601;0;0.471524696;0.365012463;0.811799728
204;0.000133982;1.14E-04;0.000196;0.000114155;0.843144329;0.294077943;0;0.45575035;0.36230365;0.290776782
205;0.000132778;1.14E-04;0.000195;0.000114155;0.761003253;0.356064961;0;0.42435672;0.349775393;0.216843248
206;0.00013822;1.14E-04;0.000185;0.000114155;0.809493409;0.394987041;0;0.415221979;0.39108478;0.227578712
207;0.000141149;1.14E-04;0.000199;0.000114155;0.610197885;0.412285744;0;0.466181999;0.390746178;0.234292481
208;0.000140079;0.000114155;0.000216;0.000114155;5.67E-01;0.393545483;0;0.498463729;0.429346755;0.373664745
209;0.000136045;0.000114155;0.000224;0.000114155;0.415605282;0.322909114;0;0.452522177;0.438488997;0.36389777
210;0.000131438;0.000114155;0.000198;0.000114155;0.189799399;0.161454557;0;0.399109307;0.738489962;0.143837166
211;0.000150839;0.000114155;1.37E-04;0.000114155;0.013952821;0.074961044;0;0.675646721;0.880025406;0
212;0.000150166;0.000114155;9.07E-05;0.000114155;0;0.08937663;0;0.686698633;0.88273422;0
213;0.000146909;0.000114155;6.33E-05;0.000114155;0;0.128298711;0;0.612281493;0.878671;0
214;0.000139518;0.000114155;4.11E-05;0.000114155;0;0.134064945;0;0.486580105;0.837700215;0
215;0.000127039;0.000114155;2.46E-05;0.000114155;0;0.13838962;0;0.413290713;0.292890333;0
216;0.000116453;0.000114155;8.08E-06;0.000114155;0;0.162896116;0;0.387169297;0.170316575;0
217;1.14E-04;0.000114155;6.77E-06;0.000114155;0;0.154246764;0;0.29102895;0.147291671;0
218;1.09E-04;0.000114155;3.75E-06;0.000114155;0;0.122532476;0;0.24618695;0.148984678;0
219;1.06E-04;1.14E-04;2.38E-06;0.000114155;0;0.092259747;0;0.225859329;0.147630272;0
220;1.04E-04;1.14E-04;8.30E-06;0.000114155;0;0.066311693;0;0.219769499;0.150000483;0
221;1.05E-04;1.14E-04;2.49E-05;0.000114155;0;0.037480522;0;0.24254997;0.183522036;0
222;1.04E-04;1.14E-04;6.93E-05;0.000114155;0;0.018740261;0;0.243776392;0.17776581;0
223;1.10E-04;1.14E-04;0.000143;0.000114155;0.054990528;0.033155847;0;0.304984807;0.18453784;0
224;1.20E-04;1.14E-04;0.00019;0.000114155;0.328047229;0.040363639;0;0.331218998;0.182167631;0.221349188
225;0.00013123;1.14E-04;0.000168;0.000114155;0.474;0.040363639;0;0.411274867;0.181490427;0.233003897
226;0.000136569;1.14E-04;0.000165;0.000114155;0.528893978;0.056220783;0;0.415024623;0.183522036;0.188281003
227;0.000139598;1.14E-04;0.000179;0.000114155;0.661774076;0.083610396;0;0.457907163;0.182167631;0.225953619
228;0.00014097;1.14E-04;0.000196;0.000114155;0.85950196;0.123974035;0;0.435620084;0.162190139;0.218492964
229;0.000140044;1.14E-04;0.000195;0.000114155;0.446514883;0.161454557;0;0.432222749;0.167946366;0.032854789
230;0.000146092;1.14E-04;0.000185;0.000114155;0.426004237;0.193168845;0;0.43741038;0.160835733;0.032862996
231;0.000148794;1.14E-04;0.000199;0.000114155;0.693923016;0.229207809;0;0.465914161;0.158804123;0.246612001
232;0.000145833;1.14E-04;0.000216;0.000114155;0.559737919;0.250831187;0;0.464969674;0.378217922;0.294634327
233;0.000141158;0.000114155;0.000224;0.000114155;0.128062271;0.243623394;0;0.463094795;0.376186314;0.004128393
234;0.000135673;0.000114155;0.000198;0.000114155;0.066481087;0.165779233;0;0.427232473;0.711401839;0
235;0.000153851;0.000114155;1.37E-04;0.000114155;0.004924525;0.103792215;0;0.689715354;0.873253376;0
236;0.000153068;0.000114155;9.07E-05;0.000114155;0;0.162896116;0;0.686162953;0.873930579;0
237;0.000149929;0.000114155;6.33E-05;0.000114155;0;0.232090926;0;0.63276418;0.836007207;0
238;1.43E-04;0.000114155;4.11E-05;0.000114155;0;0.201818196;0;0.55710652;0.834991401;0
239;1.32E-04;0.000114155;2.46E-05;0.000114155;0;0.171545467;0;0.504948268;0.271897037;0
240;1.24E-04;0.000114155;8.08E-06;0.000114155;0;0.152805206;0;0.449434972;0.155418108;0
241;1.10E-04;0.000114155;6.77E-06;0.000114155;0;0.131181828;0;0.214497288;0.137133625;0
242;1.05E-04;0.000114155;3.75E-06;0.000114155;0;0.113883125;0;0.173870238;0.141196843;0
243;1.02E-04;0.000114155;2.38E-06;0.000114155;0;0.098025981;0;0.160323189;0.177427208;0
244;9.98E-05;0.000114155;8.30E-06;0.000114155;0;0.083610396;0;0.163170748;0.16693056;0
245;9.99E-05;0.000114155;2.49E-05;0.000114155;0;0.072077927;0;0.163410394;0.173025388;0
246;9.57E-05;0.000114155;6.93E-05;0.000114155;0;0.0591039;0;0.158406022;0.178781613;0
247;1.03E-04;0.000114155;0.000143;0.000114155;0.004924525;0.061987017;0;0.249838027;0.174041192;0
248;1.13E-04;0.000114155;0.00019;0.000114155;0.369700502;0.080727279;0;0.23629098;0.231603455;0.320455253
249;1.25E-04;0.000114155;0.000168;0.000114155;0.579;0.095142864;0;0.230581766;0.233635064;0.519520966
250;1.29E-04;0.000114155;0.000165;0.000114155;0.25035464;0.08937663;0;0.22838266;0.239729892;0.014798197
251;1.35E-04;0.000114155;0.000179;0.000114155;0.251167187;0.08937663;0;0.203910572;0.174041192;0.017252252
252;0.000135507;0.000114155;0.000196;0.000114155;0.439128096;0.102350657;0;0.19713;0.179458816;0.032034035
253;0.00013408;0.000114155;0.000195;0.000114155;0.670671051;0.123974035;0;0.202402213;0.149323281;0.165086491
254;1.37E-04;0.000114155;0.000185;0.000114155;0.754445428;0.144155855;0;0.240167607;0.156772513;0.184842043
