param : 	avail_local	avail_exterior	gwp_op_local	c_op_local := 
SASI	URANIUM	0.0	0.0	0.0039	0.003876456
SASI	H2	0.0	0.0	0.414044616	0.077642645
SASI	H2_RE	0.0	0.0	0.0	0.137854413
SASI	AMMONIA	0.0	0.0	0.285	0.071991938
SASI	METHANOL	0.0	0.0	0.35	0.081184572
SASI	AMMONIA_RE	0.0	0.0	0.0	0.092751343
SASI	METHANOL_RE	0.0	0.0	0.0	0.122502774
SASI	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
SASI	RES_WIND	Infinity	Infinity	0.0	0.0
SASI	RES_SOLAR	Infinity	Infinity	0.0	0.0
SASI	RES_HYDRO	Infinity	Infinity	0.0	0.0
SASI	RES_GEO	Infinity	Infinity	0.0	0.0
SASI	CO2_ATM	Infinity	Infinity	0.0	0.0
SASI	CO2_INDUSTRY	0.0	0.0	0.0	0.0
SASI	CO2_CAPTURED	0.0	0.0	0.0	0.0
SASI	LPG	0.0	Infinity	0.28360908	0.021578745
SASM	WOOD	72900.0	0.0	0.0118	0.016980597
SASM	WET_BIOMASS	21141.14981	0.0	0.0118	0.010318121
SASM	WASTE	0.0	0.0	0.1501	0.021187834
SASM	ELECTRICITY	0.0	0.0	0.412971429	0.063732
SASM	GASOLINE	0.0	Infinity	0.3448	0.124118331
SASM	DIESEL	0.0	Infinity	0.3148	0.111311495
SASM	BIOETHANOL	0.0	0.0	0.0	0.122502774
SASM	BIODIESEL	0.0	0.0	0.0	0.131394244
SASM	LFO	0.0	Infinity	0.3115	0.085115655
SASM	GAS	477.4322454	0.0	0.2666	0.010662519
SASM	GAS_RE	0.0	0.0	0.0	0.132345636
SASM	COAL	0.0	0.0	0.4014	0.015545445
SASM	URANIUM	0.0	0.0	0.0039	0.003876456
SASM	H2	0.0	0.0	0.414044616	0.077642645
SASM	H2_RE	0.0	0.0	0.0	0.137854413
SASM	AMMONIA	0.0	0.0	0.285	0.071991938
SASM	METHANOL	0.0	0.0	0.35	0.081184572
SASM	AMMONIA_RE	0.0	0.0	0.0	0.092751343
SASM	METHANOL_RE	0.0	0.0	0.0	0.122502774
SASM	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
SASM	RES_WIND	Infinity	Infinity	0.0	0.0
SASM	RES_SOLAR	Infinity	Infinity	0.0	0.0
SASM	RES_HYDRO	Infinity	Infinity	0.0	0.0
SASM	RES_GEO	Infinity	Infinity	0.0	0.0
SASM	CO2_ATM	Infinity	Infinity	0.0	0.0
SASM	CO2_INDUSTRY	0.0	0.0	0.0	0.0
SASM	CO2_CAPTURED	0.0	0.0	0.0	0.0
SASM	LPG	0.0	Infinity	0.28360908	0.021578745
SATA	WOOD	6270.0	0.0	0.0118	0.016980597
SATA	WET_BIOMASS	309.4143623	0.0	0.0118	0.010318121
SATA	WASTE	0.0	0.0	0.1501	0.021187834
SATA	ELECTRICITY	0.0	0.0	0.412971429	0.063732
SATA	GASOLINE	0.0	Infinity	0.3448	0.124118331
SATA	DIESEL	0.0	Infinity	0.3148	0.111311495
SATA	BIOETHANOL	0.0	0.0	0.0	0.122502774
SATA	BIODIESEL	0.0	0.0	0.0	0.131394244
SATA	LFO	0.0	Infinity	0.3115	0.085115655
SATA	GAS	477.4322454	0.0	0.2666	0.010662519
SATA	GAS_RE	0.0	0.0	0.0	0.132345636
SATA	COAL	0.0	0.0	0.4014	0.015545445
SATA	URANIUM	0.0	0.0	0.0039	0.003876456
SATA	H2	0.0	0.0	0.414044616	0.077642645
SATA	H2_RE	0.0	0.0	0.0	0.137854413
SATA	AMMONIA	0.0	0.0	0.285	0.071991938
SATA	METHANOL	0.0	0.0	0.35	0.081184572
SATA	AMMONIA_RE	0.0	0.0	0.0	0.092751343
SATA	METHANOL_RE	0.0	0.0	0.0	0.122502774
SATA	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
SATA	RES_WIND	Infinity	Infinity	0.0	0.0
SATA	RES_SOLAR	Infinity	Infinity	0.0	0.0
SATA	RES_HYDRO	Infinity	Infinity	0.0	0.0
SATA	RES_GEO	Infinity	Infinity	0.0	0.0
SATA	CO2_ATM	Infinity	Infinity	0.0	0.0
SATA	CO2_INDUSTRY	0.0	0.0	0.0	0.0
SATA	CO2_CAPTURED	0.0	0.0	0.0	0.0
SATA	LPG	0.0	Infinity	0.28360908	0.021578745
SAVC	WOOD	72900.0	0.0	0.0118	0.016980597
SAVC	WET_BIOMASS	21141.14981	0.0	0.0118	0.010318121
SAVC	WASTE	0.0	0.0	0.1501	0.021187834
SAVC	ELECTRICITY	0.0	0.0	0.412971429	0.063732
SAVC	GASOLINE	0.0	Infinity	0.3448	0.124118331
SAVC	DIESEL	0.0	Infinity	0.3148	0.111311495
SAVC	BIOETHANOL	0.0	0.0	0.0	0.122502774
SAVC	BIODIESEL	0.0	0.0	0.0	0.131394244
SAVC	LFO	0.0	Infinity	0.3115	0.085115655
SAVC	GAS	477.4322454	0.0	0.2666	0.010662519
SAVC	GAS_RE	0.0	0.0	0.0	0.132345636
SAVC	COAL	0.0	0.0	0.4014	0.015545445
SAVC	URANIUM	0.0	0.0	0.0039	0.003876456
SAVC	H2	0.0	0.0	0.414044616	0.077642645
SAVC	H2_RE	0.0	0.0	0.0	0.137854413
SAVC	AMMONIA	0.0	0.0	0.285	0.071991938
SAVC	METHANOL	0.0	0.0	0.35	0.081184572
SAVC	AMMONIA_RE	0.0	0.0	0.0	0.092751343
SAVC	METHANOL_RE	0.0	0.0	0.0	0.122502774
SAVC	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
SAVC	RES_WIND	Infinity	Infinity	0.0	0.0
SAVC	RES_SOLAR	Infinity	Infinity	0.0	0.0
SAVC	RES_HYDRO	Infinity	Infinity	0.0	0.0
SAVC	RES_GEO	Infinity	Infinity	0.0	0.0
SAVC	CO2_ATM	Infinity	Infinity	0.0	0.0
SAVC	CO2_INDUSTRY	0.0	0.0	0.0	0.0
SAVC	CO2_CAPTURED	0.0	0.0	0.0	0.0
SAVC	LPG	0.0	Infinity	0.28360908	0.021578745
SAYA	WOOD	12600.0	0.0	0.0118	0.016980597
SAYA	WET_BIOMASS	231.7773203	0.0	0.0118	0.010318121
SAYA	WASTE	0.0	0.0	0.1501	0.021187834
SAYA	ELECTRICITY	0.0	0.0	0.412971429	0.063732
SAYA	GASOLINE	0.0	Infinity	0.3448	0.124118331
SAYA	DIESEL	0.0	Infinity	0.3148	0.111311495
SAYA	BIOETHANOL	0.0	0.0	0.0	0.122502774
SAYA	BIODIESEL	0.0	0.0	0.0	0.131394244
SAYA	LFO	0.0	Infinity	0.3115	0.085115655
SAYA	GAS	477.4322454	0.0	0.2666	0.010662519
SAYA	GAS_RE	0.0	0.0	0.0	0.132345636
SAYA	COAL	0.0	0.0	0.4014	0.015545445
SAYA	URANIUM	0.0	0.0	0.0039	0.003876456
SAYA	H2	0.0	0.0	0.414044616	0.077642645
SAYA	H2_RE	0.0	0.0	0.0	0.137854413
SAYA	AMMONIA	0.0	0.0	0.285	0.071991938
SAYA	METHANOL	0.0	0.0	0.35	0.081184572
SAYA	AMMONIA_RE	0.0	0.0	0.0	0.092751343
SAYA	METHANOL_RE	0.0	0.0	0.0	0.122502774
SAYA	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
SAYA	RES_WIND	Infinity	Infinity	0.0	0.0
SAYA	RES_SOLAR	Infinity	Infinity	0.0	0.0
SAYA	RES_HYDRO	Infinity	Infinity	0.0	0.0
SAYA	RES_GEO	Infinity	Infinity	0.0	0.0
SAYA	CO2_ATM	Infinity	Infinity	0.0	0.0
SAYA	CO2_INDUSTRY	0.0	0.0	0.0	0.0
SAYA	CO2_CAPTURED	0.0	0.0	0.0	0.0
SAYA	LPG	0.0	Infinity	0.28360908	0.021578745
SC	WOOD	72900.0	0.0	0.0118	0.016980597
SC	WET_BIOMASS	21141.14981	0.0	0.0118	0.010318121
SC	WASTE	0.0	0.0	0.1501	0.021187834
SC	ELECTRICITY	0.0	0.0	0.412971429	0.063732
SC	GASOLINE	0.0	Infinity	0.3448	0.124118331
SC	DIESEL	0.0	Infinity	0.3148	0.111311495
SC	BIOETHANOL	0.0	0.0	0.0	0.122502774
SC	BIODIESEL	0.0	0.0	0.0	0.131394244
SC	LFO	0.0	Infinity	0.3115	0.085115655
SC	GAS	13610.21781	0.0	0.2666	0.010662519
SC	GAS_RE	0.0	0.0	0.0	0.132345636
SC	COAL	0.0	0.0	0.4014	0.015545445
SC	URANIUM	0.0	0.0	0.0039	0.003876456
SC	H2	0.0	0.0	0.414044616	0.077642645
SC	H2_RE	0.0	0.0	0.0	0.137854413
SC	AMMONIA	0.0	0.0	0.285	0.071991938
SC	METHANOL	0.0	0.0	0.35	0.081184572
SC	AMMONIA_RE	0.0	0.0	0.0	0.092751343
SC	METHANOL_RE	0.0	0.0	0.0	0.122502774
SC	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
SC	RES_WIND	Infinity	Infinity	0.0	0.0
SC	RES_SOLAR	Infinity	Infinity	0.0	0.0
SC	RES_HYDRO	Infinity	Infinity	0.0	0.0
SC	RES_GEO	Infinity	Infinity	0.0	0.0
SC	CO2_ATM	Infinity	Infinity	0.0	0.0
SC	CO2_INDUSTRY	0.0	0.0	0.0	0.0
SC	CO2_CAPTURED	0.0	0.0	0.0	0.0
SC	LPG	0.0	Infinity	0.28360908	0.021578745
TJ	WOOD	6270.0	0.0	0.0118	0.016980597
TJ	WET_BIOMASS	309.4143623	0.0	0.0118	0.010318121
TJ	WASTE	0.0	0.0	0.1501	0.021187834
TJ	ELECTRICITY	0.0	0.0	0.412971429	0.063732
TJ	GASOLINE	0.0	Infinity	0.3448	0.124118331
TJ	DIESEL	0.0	Infinity	0.3148	0.111311495
TJ	BIOETHANOL	0.0	0.0	0.0	0.122502774
TJ	BIODIESEL	0.0	0.0	0.0	0.131394244
TJ	LFO	0.0	Infinity	0.3115	0.085115655
TJ	GAS	17856.78849	0.0	0.2666	0.010662519
TJ	GAS_RE	0.0	0.0	0.0	0.132345636
TJ	COAL	0.0	0.0	0.4014	0.015545445
TJ	URANIUM	0.0	0.0	0.0039	0.003876456
TJ	H2	0.0	0.0	0.414044616	0.077642645
TJ	H2_RE	0.0	0.0	0.0	0.137854413
TJ	AMMONIA	0.0	0.0	0.285	0.071991938
TJ	METHANOL	0.0	0.0	0.35	0.081184572
TJ	AMMONIA_RE	0.0	0.0	0.0	0.092751343
TJ	METHANOL_RE	0.0	0.0	0.0	0.122502774
TJ	CO2_EMISSIONS	Infinity	Infinity	0.0	0.0
TJ	RES_WIND	Infinity	Infinity	0.0	0.0
TJ	RES_SOLAR	Infinity	Infinity	0.0	0.0
TJ	RES_HYDRO	Infinity	Infinity	0.0	0.0
TJ	RES_GEO	Infinity	Infinity	0.0	0.0
TJ	CO2_ATM	Infinity	Infinity	0.0	0.0
TJ	CO2_INDUSTRY	0.0	0.0	0.0	0.0
TJ	CO2_CAPTURED	0.0	0.0	0.0	0.0
TJ	LPG	0.0	Infinity	0.28360908	0.021578745
;
