  
 set  T_H_TD  :=  		 
(	121	,	1	,	8	)
(	122	,	2	,	8	)
(	123	,	3	,	8	)
(	124	,	4	,	8	)
(	125	,	5	,	8	)
(	126	,	6	,	8	)
(	127	,	7	,	8	)
(	128	,	8	,	8	)
(	129	,	9	,	8	)
(	130	,	10	,	8	)
(	131	,	11	,	8	)
(	132	,	12	,	8	)
(	133	,	13	,	8	)
(	134	,	14	,	8	)
(	135	,	15	,	8	)
(	136	,	16	,	8	)
(	137	,	17	,	8	)
(	138	,	18	,	8	)
(	139	,	19	,	8	)
(	140	,	20	,	8	)
(	141	,	21	,	8	)
(	142	,	22	,	8	)
(	143	,	23	,	8	)
(	144	,	24	,	8	)
(	145	,	1	,	8	)
(	146	,	2	,	8	)
(	147	,	3	,	8	)
(	148	,	4	,	8	)
(	149	,	5	,	8	)
(	150	,	6	,	8	)
(	151	,	7	,	8	)
(	152	,	8	,	8	)
(	153	,	9	,	8	)
(	154	,	10	,	8	)
(	155	,	11	,	8	)
(	156	,	12	,	8	)
(	157	,	13	,	8	)
(	158	,	14	,	8	)
(	159	,	15	,	8	)
(	160	,	16	,	8	)
(	161	,	17	,	8	)
(	162	,	18	,	8	)
(	163	,	19	,	8	)
(	164	,	20	,	8	)
(	165	,	21	,	8	)
(	166	,	22	,	8	)
(	167	,	23	,	8	)
(	168	,	24	,	8	)
(	169	,	1	,	9	)
(	170	,	2	,	9	)
(	171	,	3	,	9	)
(	172	,	4	,	9	)
(	173	,	5	,	9	)
(	174	,	6	,	9	)
(	175	,	7	,	9	)
(	176	,	8	,	9	)
(	177	,	9	,	9	)
(	178	,	10	,	9	)
(	179	,	11	,	9	)
(	180	,	12	,	9	)
(	181	,	13	,	9	)
(	182	,	14	,	9	)
(	183	,	15	,	9	)
(	184	,	16	,	9	)
(	185	,	17	,	9	)
(	186	,	18	,	9	)
(	187	,	19	,	9	)
(	188	,	20	,	9	)
(	189	,	21	,	9	)
(	190	,	22	,	9	)
(	191	,	23	,	9	)
(	192	,	24	,	9	)
(	193	,	1	,	10	)
(	194	,	2	,	10	)
(	195	,	3	,	10	)
(	196	,	4	,	10	)
(	197	,	5	,	10	)
(	198	,	6	,	10	)
(	199	,	7	,	10	)
(	200	,	8	,	10	)
(	201	,	9	,	10	)
(	202	,	10	,	10	)
(	203	,	11	,	10	)
(	204	,	12	,	10	)
(	205	,	13	,	10	)
(	206	,	14	,	10	)
(	207	,	15	,	10	)
(	208	,	16	,	10	)
(	209	,	17	,	10	)
(	210	,	18	,	10	)
(	211	,	19	,	10	)
(	212	,	20	,	10	)
(	213	,	21	,	10	)
(	214	,	22	,	10	)
(	215	,	23	,	10	)
(	216	,	24	,	10	)
(	217	,	1	,	13	)
(	218	,	2	,	13	)
(	219	,	3	,	13	)
(	220	,	4	,	13	)
(	221	,	5	,	13	)
(	222	,	6	,	13	)
(	223	,	7	,	13	)
(	224	,	8	,	13	)
(	225	,	9	,	13	)
(	226	,	10	,	13	)
(	227	,	11	,	13	)
(	228	,	12	,	13	)
(	229	,	13	,	13	)
(	230	,	14	,	13	)
(	231	,	15	,	13	)
(	232	,	16	,	13	)
(	233	,	17	,	13	)
(	234	,	18	,	13	)
(	235	,	19	,	13	)
(	236	,	20	,	13	)
(	237	,	21	,	13	)
(	238	,	22	,	13	)
(	239	,	23	,	13	)
(	240	,	24	,	13	)
(	241	,	1	,	12	)
(	242	,	2	,	12	)
(	243	,	3	,	12	)
(	244	,	4	,	12	)
(	245	,	5	,	12	)
(	246	,	6	,	12	)
(	247	,	7	,	12	)
(	248	,	8	,	12	)
(	249	,	9	,	12	)
(	250	,	10	,	12	)
(	251	,	11	,	12	)
(	252	,	12	,	12	)
(	253	,	13	,	12	)
(	254	,	14	,	12	)
(	255	,	15	,	12	)
(	256	,	16	,	12	)
(	257	,	17	,	12	)
(	258	,	18	,	12	)
(	259	,	19	,	12	)
(	260	,	20	,	12	)
(	261	,	21	,	12	)
(	262	,	22	,	12	)
(	263	,	23	,	12	)
(	264	,	24	,	12	)
(	265	,	1	,	10	)
(	266	,	2	,	10	)
(	267	,	3	,	10	)
(	268	,	4	,	10	)
(	269	,	5	,	10	)
(	270	,	6	,	10	)
(	271	,	7	,	10	)
(	272	,	8	,	10	)
(	273	,	9	,	10	)
(	274	,	10	,	10	)
(	275	,	11	,	10	)
(	276	,	12	,	10	)
(	277	,	13	,	10	)
(	278	,	14	,	10	)
(	279	,	15	,	10	)
(	280	,	16	,	10	)
(	281	,	17	,	10	)
(	282	,	18	,	10	)
(	283	,	19	,	10	)
(	284	,	20	,	10	)
(	285	,	21	,	10	)
(	286	,	22	,	10	)
(	287	,	23	,	10	)
(	288	,	24	,	10	)
(	289	,	1	,	7	)
(	290	,	2	,	7	)
(	291	,	3	,	7	)
(	292	,	4	,	7	)
(	293	,	5	,	7	)
(	294	,	6	,	7	)
(	295	,	7	,	7	)
(	296	,	8	,	7	)
(	297	,	9	,	7	)
(	298	,	10	,	7	)
(	299	,	11	,	7	)
(	300	,	12	,	7	)
(	301	,	13	,	7	)
(	302	,	14	,	7	)
(	303	,	15	,	7	)
(	304	,	16	,	7	)
(	305	,	17	,	7	)
(	306	,	18	,	7	)
(	307	,	19	,	7	)
(	308	,	20	,	7	)
(	309	,	21	,	7	)
(	310	,	22	,	7	)
(	311	,	23	,	7	)
(	312	,	24	,	7	)
(	313	,	1	,	14	)
(	314	,	2	,	14	)
(	315	,	3	,	14	)
(	316	,	4	,	14	)
(	317	,	5	,	14	)
(	318	,	6	,	14	)
(	319	,	7	,	14	)
(	320	,	8	,	14	)
(	321	,	9	,	14	)
(	322	,	10	,	14	)
(	323	,	11	,	14	)
(	324	,	12	,	14	)
(	325	,	13	,	14	)
(	326	,	14	,	14	)
(	327	,	15	,	14	)
(	328	,	16	,	14	)
(	329	,	17	,	14	)
(	330	,	18	,	14	)
(	331	,	19	,	14	)
(	332	,	20	,	14	)
(	333	,	21	,	14	)
(	334	,	22	,	14	)
(	335	,	23	,	14	)
(	336	,	24	,	14	)
(	337	,	1	,	5	)
(	338	,	2	,	5	)
(	339	,	3	,	5	)
(	340	,	4	,	5	)
(	341	,	5	,	5	)
(	342	,	6	,	5	)
(	343	,	7	,	5	)
(	344	,	8	,	5	)
(	345	,	9	,	5	)
(	346	,	10	,	5	)
(	347	,	11	,	5	)
(	348	,	12	,	5	)
(	349	,	13	,	5	)
(	350	,	14	,	5	)
(	351	,	15	,	5	)
(	352	,	16	,	5	)
(	353	,	17	,	5	)
(	354	,	18	,	5	)
(	355	,	19	,	5	)
(	356	,	20	,	5	)
(	357	,	21	,	5	)
(	358	,	22	,	5	)
(	359	,	23	,	5	)
(	360	,	24	,	5	)
(	361	,	1	,	14	)
(	362	,	2	,	14	)
(	363	,	3	,	14	)
(	364	,	4	,	14	)
(	365	,	5	,	14	)
(	366	,	6	,	14	)
(	367	,	7	,	14	)
(	368	,	8	,	14	)
(	369	,	9	,	14	)
(	370	,	10	,	14	)
(	371	,	11	,	14	)
(	372	,	12	,	14	)
(	373	,	13	,	14	)
(	374	,	14	,	14	)
(	375	,	15	,	14	)
(	376	,	16	,	14	)
(	377	,	17	,	14	)
(	378	,	18	,	14	)
(	379	,	19	,	14	)
(	380	,	20	,	14	)
(	381	,	21	,	14	)
(	382	,	22	,	14	)
(	383	,	23	,	14	)
(	384	,	24	,	14	)
(	385	,	1	,	14	)
(	386	,	2	,	14	)
(	387	,	3	,	14	)
(	388	,	4	,	14	)
(	389	,	5	,	14	)
(	390	,	6	,	14	)
(	391	,	7	,	14	)
(	392	,	8	,	14	)
(	393	,	9	,	14	)
(	394	,	10	,	14	)
(	395	,	11	,	14	)
(	396	,	12	,	14	)
(	397	,	13	,	14	)
(	398	,	14	,	14	)
(	399	,	15	,	14	)
(	400	,	16	,	14	)
(	401	,	17	,	14	)
(	402	,	18	,	14	)
(	403	,	19	,	14	)
(	404	,	20	,	14	)
(	405	,	21	,	14	)
(	406	,	22	,	14	)
(	407	,	23	,	14	)
(	408	,	24	,	14	)
(	409	,	1	,	14	)
(	410	,	2	,	14	)
(	411	,	3	,	14	)
(	412	,	4	,	14	)
(	413	,	5	,	14	)
(	414	,	6	,	14	)
(	415	,	7	,	14	)
(	416	,	8	,	14	)
(	417	,	9	,	14	)
(	418	,	10	,	14	)
(	419	,	11	,	14	)
(	420	,	12	,	14	)
(	421	,	13	,	14	)
(	422	,	14	,	14	)
(	423	,	15	,	14	)
(	424	,	16	,	14	)
(	425	,	17	,	14	)
(	426	,	18	,	14	)
(	427	,	19	,	14	)
(	428	,	20	,	14	)
(	429	,	21	,	14	)
(	430	,	22	,	14	)
(	431	,	23	,	14	)
(	432	,	24	,	14	)
(	433	,	1	,	14	)
(	434	,	2	,	14	)
(	435	,	3	,	14	)
(	436	,	4	,	14	)
(	437	,	5	,	14	)
(	438	,	6	,	14	)
(	439	,	7	,	14	)
(	440	,	8	,	14	)
(	441	,	9	,	14	)
(	442	,	10	,	14	)
(	443	,	11	,	14	)
(	444	,	12	,	14	)
(	445	,	13	,	14	)
(	446	,	14	,	14	)
(	447	,	15	,	14	)
(	448	,	16	,	14	)
(	449	,	17	,	14	)
(	450	,	18	,	14	)
(	451	,	19	,	14	)
(	452	,	20	,	14	)
(	453	,	21	,	14	)
(	454	,	22	,	14	)
(	455	,	23	,	14	)
(	456	,	24	,	14	)
(	457	,	1	,	5	)
(	458	,	2	,	5	)
(	459	,	3	,	5	)
(	460	,	4	,	5	)
(	461	,	5	,	5	)
(	462	,	6	,	5	)
(	463	,	7	,	5	)
(	464	,	8	,	5	)
(	465	,	9	,	5	)
(	466	,	10	,	5	)
(	467	,	11	,	5	)
(	468	,	12	,	5	)
(	469	,	13	,	5	)
(	470	,	14	,	5	)
(	471	,	15	,	5	)
(	472	,	16	,	5	)
(	473	,	17	,	5	)
(	474	,	18	,	5	)
(	475	,	19	,	5	)
(	476	,	20	,	5	)
(	477	,	21	,	5	)
(	478	,	22	,	5	)
(	479	,	23	,	5	)
(	480	,	24	,	5	)
(	481	,	1	,	5	)
(	482	,	2	,	5	)
(	483	,	3	,	5	)
(	484	,	4	,	5	)
(	485	,	5	,	5	)
(	486	,	6	,	5	)
(	487	,	7	,	5	)
(	488	,	8	,	5	)
(	489	,	9	,	5	)
(	490	,	10	,	5	)
(	491	,	11	,	5	)
(	492	,	12	,	5	)
(	493	,	13	,	5	)
(	494	,	14	,	5	)
(	495	,	15	,	5	)
(	496	,	16	,	5	)
(	497	,	17	,	5	)
(	498	,	18	,	5	)
(	499	,	19	,	5	)
(	500	,	20	,	5	)
(	501	,	21	,	5	)
(	502	,	22	,	5	)
(	503	,	23	,	5	)
(	504	,	24	,	5	)
(	505	,	1	,	5	)
(	506	,	2	,	5	)
(	507	,	3	,	5	)
(	508	,	4	,	5	)
(	509	,	5	,	5	)
(	510	,	6	,	5	)
(	511	,	7	,	5	)
(	512	,	8	,	5	)
(	513	,	9	,	5	)
(	514	,	10	,	5	)
(	515	,	11	,	5	)
(	516	,	12	,	5	)
(	517	,	13	,	5	)
(	518	,	14	,	5	)
(	519	,	15	,	5	)
(	520	,	16	,	5	)
(	521	,	17	,	5	)
(	522	,	18	,	5	)
(	523	,	19	,	5	)
(	524	,	20	,	5	)
(	525	,	21	,	5	)
(	526	,	22	,	5	)
(	527	,	23	,	5	)
(	528	,	24	,	5	)
(	529	,	1	,	14	)
(	530	,	2	,	14	)
(	531	,	3	,	14	)
(	532	,	4	,	14	)
(	533	,	5	,	14	)
(	534	,	6	,	14	)
(	535	,	7	,	14	)
(	536	,	8	,	14	)
(	537	,	9	,	14	)
(	538	,	10	,	14	)
(	539	,	11	,	14	)
(	540	,	12	,	14	)
(	541	,	13	,	14	)
(	542	,	14	,	14	)
(	543	,	15	,	14	)
(	544	,	16	,	14	)
(	545	,	17	,	14	)
(	546	,	18	,	14	)
(	547	,	19	,	14	)
(	548	,	20	,	14	)
(	549	,	21	,	14	)
(	550	,	22	,	14	)
(	551	,	23	,	14	)
(	552	,	24	,	14	)
(	553	,	1	,	3	)
(	554	,	2	,	3	)
(	555	,	3	,	3	)
(	556	,	4	,	3	)
(	557	,	5	,	3	)
(	558	,	6	,	3	)
(	559	,	7	,	3	)
(	560	,	8	,	3	)
(	561	,	9	,	3	)
(	562	,	10	,	3	)
(	563	,	11	,	3	)
(	564	,	12	,	3	)
(	565	,	13	,	3	)
(	566	,	14	,	3	)
(	567	,	15	,	3	)
(	568	,	16	,	3	)
(	569	,	17	,	3	)
(	570	,	18	,	3	)
(	571	,	19	,	3	)
(	572	,	20	,	3	)
(	573	,	21	,	3	)
(	574	,	22	,	3	)
(	575	,	23	,	3	)
(	576	,	24	,	3	)
(	577	,	1	,	5	)
(	578	,	2	,	5	)
(	579	,	3	,	5	)
(	580	,	4	,	5	)
(	581	,	5	,	5	)
(	582	,	6	,	5	)
(	583	,	7	,	5	)
(	584	,	8	,	5	)
(	585	,	9	,	5	)
(	586	,	10	,	5	)
(	587	,	11	,	5	)
(	588	,	12	,	5	)
(	589	,	13	,	5	)
(	590	,	14	,	5	)
(	591	,	15	,	5	)
(	592	,	16	,	5	)
(	593	,	17	,	5	)
(	594	,	18	,	5	)
(	595	,	19	,	5	)
(	596	,	20	,	5	)
(	597	,	21	,	5	)
(	598	,	22	,	5	)
(	599	,	23	,	5	)
(	600	,	24	,	5	)
(	601	,	1	,	5	)
(	602	,	2	,	5	)
(	603	,	3	,	5	)
(	604	,	4	,	5	)
(	605	,	5	,	5	)
(	606	,	6	,	5	)
(	607	,	7	,	5	)
(	608	,	8	,	5	)
(	609	,	9	,	5	)
(	610	,	10	,	5	)
(	611	,	11	,	5	)
(	612	,	12	,	5	)
(	613	,	13	,	5	)
(	614	,	14	,	5	)
(	615	,	15	,	5	)
(	616	,	16	,	5	)
(	617	,	17	,	5	)
(	618	,	18	,	5	)
(	619	,	19	,	5	)
(	620	,	20	,	5	)
(	621	,	21	,	5	)
(	622	,	22	,	5	)
(	623	,	23	,	5	)
(	624	,	24	,	5	)
(	625	,	1	,	5	)
(	626	,	2	,	5	)
(	627	,	3	,	5	)
(	628	,	4	,	5	)
(	629	,	5	,	5	)
(	630	,	6	,	5	)
(	631	,	7	,	5	)
(	632	,	8	,	5	)
(	633	,	9	,	5	)
(	634	,	10	,	5	)
(	635	,	11	,	5	)
(	636	,	12	,	5	)
(	637	,	13	,	5	)
(	638	,	14	,	5	)
(	639	,	15	,	5	)
(	640	,	16	,	5	)
(	641	,	17	,	5	)
(	642	,	18	,	5	)
(	643	,	19	,	5	)
(	644	,	20	,	5	)
(	645	,	21	,	5	)
(	646	,	22	,	5	)
(	647	,	23	,	5	)
(	648	,	24	,	5	)
(	649	,	1	,	14	)
(	650	,	2	,	14	)
(	651	,	3	,	14	)
(	652	,	4	,	14	)
(	653	,	5	,	14	)
(	654	,	6	,	14	)
(	655	,	7	,	14	)
(	656	,	8	,	14	)
(	657	,	9	,	14	)
(	658	,	10	,	14	)
(	659	,	11	,	14	)
(	660	,	12	,	14	)
(	661	,	13	,	14	)
(	662	,	14	,	14	)
(	663	,	15	,	14	)
(	664	,	16	,	14	)
(	665	,	17	,	14	)
(	666	,	18	,	14	)
(	667	,	19	,	14	)
(	668	,	20	,	14	)
(	669	,	21	,	14	)
(	670	,	22	,	14	)
(	671	,	23	,	14	)
(	672	,	24	,	14	)
(	673	,	1	,	5	)
(	674	,	2	,	5	)
(	675	,	3	,	5	)
(	676	,	4	,	5	)
(	677	,	5	,	5	)
(	678	,	6	,	5	)
(	679	,	7	,	5	)
(	680	,	8	,	5	)
(	681	,	9	,	5	)
(	682	,	10	,	5	)
(	683	,	11	,	5	)
(	684	,	12	,	5	)
(	685	,	13	,	5	)
(	686	,	14	,	5	)
(	687	,	15	,	5	)
(	688	,	16	,	5	)
(	689	,	17	,	5	)
(	690	,	18	,	5	)
(	691	,	19	,	5	)
(	692	,	20	,	5	)
(	693	,	21	,	5	)
(	694	,	22	,	5	)
(	695	,	23	,	5	)
(	696	,	24	,	5	)
(	697	,	1	,	14	)
(	698	,	2	,	14	)
(	699	,	3	,	14	)
(	700	,	4	,	14	)
(	701	,	5	,	14	)
(	702	,	6	,	14	)
(	703	,	7	,	14	)
(	704	,	8	,	14	)
(	705	,	9	,	14	)
(	706	,	10	,	14	)
(	707	,	11	,	14	)
(	708	,	12	,	14	)
(	709	,	13	,	14	)
(	710	,	14	,	14	)
(	711	,	15	,	14	)
(	712	,	16	,	14	)
(	713	,	17	,	14	)
(	714	,	18	,	14	)
(	715	,	19	,	14	)
(	716	,	20	,	14	)
(	717	,	21	,	14	)
(	718	,	22	,	14	)
(	719	,	23	,	14	)
(	720	,	24	,	14	)
(	721	,	1	,	14	)
(	722	,	2	,	14	)
(	723	,	3	,	14	)
(	724	,	4	,	14	)
(	725	,	5	,	14	)
(	726	,	6	,	14	)
(	727	,	7	,	14	)
(	728	,	8	,	14	)
(	729	,	9	,	14	)
(	730	,	10	,	14	)
(	731	,	11	,	14	)
(	732	,	12	,	14	)
(	733	,	13	,	14	)
(	734	,	14	,	14	)
(	735	,	15	,	14	)
(	736	,	16	,	14	)
(	737	,	17	,	14	)
(	738	,	18	,	14	)
(	739	,	19	,	14	)
(	740	,	20	,	14	)
(	741	,	21	,	14	)
(	742	,	22	,	14	)
(	743	,	23	,	14	)
(	744	,	24	,	14	)
(	745	,	1	,	4	)
(	746	,	2	,	4	)
(	747	,	3	,	4	)
(	748	,	4	,	4	)
(	749	,	5	,	4	)
(	750	,	6	,	4	)
(	751	,	7	,	4	)
(	752	,	8	,	4	)
(	753	,	9	,	4	)
(	754	,	10	,	4	)
(	755	,	11	,	4	)
(	756	,	12	,	4	)
(	757	,	13	,	4	)
(	758	,	14	,	4	)
(	759	,	15	,	4	)
(	760	,	16	,	4	)
(	761	,	17	,	4	)
(	762	,	18	,	4	)
(	763	,	19	,	4	)
(	764	,	20	,	4	)
(	765	,	21	,	4	)
(	766	,	22	,	4	)
(	767	,	23	,	4	)
(	768	,	24	,	4	)
(	769	,	1	,	2	)
(	770	,	2	,	2	)
(	771	,	3	,	2	)
(	772	,	4	,	2	)
(	773	,	5	,	2	)
(	774	,	6	,	2	)
(	775	,	7	,	2	)
(	776	,	8	,	2	)
(	777	,	9	,	2	)
(	778	,	10	,	2	)
(	779	,	11	,	2	)
(	780	,	12	,	2	)
(	781	,	13	,	2	)
(	782	,	14	,	2	)
(	783	,	15	,	2	)
(	784	,	16	,	2	)
(	785	,	17	,	2	)
(	786	,	18	,	2	)
(	787	,	19	,	2	)
(	788	,	20	,	2	)
(	789	,	21	,	2	)
(	790	,	22	,	2	)
(	791	,	23	,	2	)
(	792	,	24	,	2	)
(	793	,	1	,	1	)
(	794	,	2	,	1	)
(	795	,	3	,	1	)
(	796	,	4	,	1	)
(	797	,	5	,	1	)
(	798	,	6	,	1	)
(	799	,	7	,	1	)
(	800	,	8	,	1	)
(	801	,	9	,	1	)
(	802	,	10	,	1	)
(	803	,	11	,	1	)
(	804	,	12	,	1	)
(	805	,	13	,	1	)
(	806	,	14	,	1	)
(	807	,	15	,	1	)
(	808	,	16	,	1	)
(	809	,	17	,	1	)
(	810	,	18	,	1	)
(	811	,	19	,	1	)
(	812	,	20	,	1	)
(	813	,	21	,	1	)
(	814	,	22	,	1	)
(	815	,	23	,	1	)
(	816	,	24	,	1	)
(	817	,	1	,	3	)
(	818	,	2	,	3	)
(	819	,	3	,	3	)
(	820	,	4	,	3	)
(	821	,	5	,	3	)
(	822	,	6	,	3	)
(	823	,	7	,	3	)
(	824	,	8	,	3	)
(	825	,	9	,	3	)
(	826	,	10	,	3	)
(	827	,	11	,	3	)
(	828	,	12	,	3	)
(	829	,	13	,	3	)
(	830	,	14	,	3	)
(	831	,	15	,	3	)
(	832	,	16	,	3	)
(	833	,	17	,	3	)
(	834	,	18	,	3	)
(	835	,	19	,	3	)
(	836	,	20	,	3	)
(	837	,	21	,	3	)
(	838	,	22	,	3	)
(	839	,	23	,	3	)
(	840	,	24	,	3	)
(	841	,	1	,	3	)
(	842	,	2	,	3	)
(	843	,	3	,	3	)
(	844	,	4	,	3	)
(	845	,	5	,	3	)
(	846	,	6	,	3	)
(	847	,	7	,	3	)
(	848	,	8	,	3	)
(	849	,	9	,	3	)
(	850	,	10	,	3	)
(	851	,	11	,	3	)
(	852	,	12	,	3	)
(	853	,	13	,	3	)
(	854	,	14	,	3	)
(	855	,	15	,	3	)
(	856	,	16	,	3	)
(	857	,	17	,	3	)
(	858	,	18	,	3	)
(	859	,	19	,	3	)
(	860	,	20	,	3	)
(	861	,	21	,	3	)
(	862	,	22	,	3	)
(	863	,	23	,	3	)
(	864	,	24	,	3	)
(	865	,	1	,	8	)
(	866	,	2	,	8	)
(	867	,	3	,	8	)
(	868	,	4	,	8	)
(	869	,	5	,	8	)
(	870	,	6	,	8	)
(	871	,	7	,	8	)
(	872	,	8	,	8	)
(	873	,	9	,	8	)
(	874	,	10	,	8	)
(	875	,	11	,	8	)
(	876	,	12	,	8	)
(	877	,	13	,	8	)
(	878	,	14	,	8	)
(	879	,	15	,	8	)
(	880	,	16	,	8	)
(	881	,	17	,	8	)
(	882	,	18	,	8	)
(	883	,	19	,	8	)
(	884	,	20	,	8	)
(	885	,	21	,	8	)
(	886	,	22	,	8	)
(	887	,	23	,	8	)
(	888	,	24	,	8	)
(	889	,	1	,	8	)
(	890	,	2	,	8	)
(	891	,	3	,	8	)
(	892	,	4	,	8	)
(	893	,	5	,	8	)
(	894	,	6	,	8	)
(	895	,	7	,	8	)
(	896	,	8	,	8	)
(	897	,	9	,	8	)
(	898	,	10	,	8	)
(	899	,	11	,	8	)
(	900	,	12	,	8	)
(	901	,	13	,	8	)
(	902	,	14	,	8	)
(	903	,	15	,	8	)
(	904	,	16	,	8	)
(	905	,	17	,	8	)
(	906	,	18	,	8	)
(	907	,	19	,	8	)
(	908	,	20	,	8	)
(	909	,	21	,	8	)
(	910	,	22	,	8	)
(	911	,	23	,	8	)
(	912	,	24	,	8	)
(	913	,	1	,	8	)
(	914	,	2	,	8	)
(	915	,	3	,	8	)
(	916	,	4	,	8	)
(	917	,	5	,	8	)
(	918	,	6	,	8	)
(	919	,	7	,	8	)
(	920	,	8	,	8	)
(	921	,	9	,	8	)
(	922	,	10	,	8	)
(	923	,	11	,	8	)
(	924	,	12	,	8	)
(	925	,	13	,	8	)
(	926	,	14	,	8	)
(	927	,	15	,	8	)
(	928	,	16	,	8	)
(	929	,	17	,	8	)
(	930	,	18	,	8	)
(	931	,	19	,	8	)
(	932	,	20	,	8	)
(	933	,	21	,	8	)
(	934	,	22	,	8	)
(	935	,	23	,	8	)
(	936	,	24	,	8	)
(	937	,	1	,	10	)
(	938	,	2	,	10	)
(	939	,	3	,	10	)
(	940	,	4	,	10	)
(	941	,	5	,	10	)
(	942	,	6	,	10	)
(	943	,	7	,	10	)
(	944	,	8	,	10	)
(	945	,	9	,	10	)
(	946	,	10	,	10	)
(	947	,	11	,	10	)
(	948	,	12	,	10	)
(	949	,	13	,	10	)
(	950	,	14	,	10	)
(	951	,	15	,	10	)
(	952	,	16	,	10	)
(	953	,	17	,	10	)
(	954	,	18	,	10	)
(	955	,	19	,	10	)
(	956	,	20	,	10	)
(	957	,	21	,	10	)
(	958	,	22	,	10	)
(	959	,	23	,	10	)
(	960	,	24	,	10	)
(	961	,	1	,	10	)
(	962	,	2	,	10	)
(	963	,	3	,	10	)
(	964	,	4	,	10	)
(	965	,	5	,	10	)
(	966	,	6	,	10	)
(	967	,	7	,	10	)
(	968	,	8	,	10	)
(	969	,	9	,	10	)
(	970	,	10	,	10	)
(	971	,	11	,	10	)
(	972	,	12	,	10	)
(	973	,	13	,	10	)
(	974	,	14	,	10	)
(	975	,	15	,	10	)
(	976	,	16	,	10	)
(	977	,	17	,	10	)
(	978	,	18	,	10	)
(	979	,	19	,	10	)
(	980	,	20	,	10	)
(	981	,	21	,	10	)
(	982	,	22	,	10	)
(	983	,	23	,	10	)
(	984	,	24	,	10	)
(	985	,	1	,	9	)
(	986	,	2	,	9	)
(	987	,	3	,	9	)
(	988	,	4	,	9	)
(	989	,	5	,	9	)
(	990	,	6	,	9	)
(	991	,	7	,	9	)
(	992	,	8	,	9	)
(	993	,	9	,	9	)
(	994	,	10	,	9	)
(	995	,	11	,	9	)
(	996	,	12	,	9	)
(	997	,	13	,	9	)
